expression,side,n,horizon_degrees,warning_count,warning_rate,A_before_B_count,A_before_B_rate,median_lead,primary_eligible
ZZ_Full Beard,right,1,3,0,0.0,1,1.0,5.0,False
ZZ_Full Beard,right,1,5,1,1.0,1,1.0,5.0,False
ZZ_Full Beard,right,1,7,1,1.0,1,1.0,5.0,False
ZZ_Full Beard,right,1,10,1,1.0,1,1.0,5.0,False
ZZ_Full Beard,right,1,15,1,1.0,1,1.0,5.0,False
ZZ_Full Beard,right,1,20,1,1.0,1,1.0,5.0,False
ZZ_Full Beard,right,1,25,1,1.0,1,1.0,5.0,False
ZZ_Full Beard,right,1,30,1,1.0,1,1.0,5.0,False
ZZ_Full Beard,right,1,40,1,1.0,1,1.0,5.0,False
ZZ_Full Beard,right,1,50,1,1.0,1,1.0,5.0,False
ZZ_Goatee,left,1,1,0,0.0,1,1.0,16.0,False
ZZ_Goatee,left,1,2,0,0.0,1,1.0,16.0,False
ZZ_Goatee,left,1,3,0,0.0,1,1.0,16.0,False
ZZ_Goatee,left,1,5,0,0.0,1,1.0,16.0,False
ZZ_Goatee,left,1,7,0,0.0,1,1.0,16.0,False
ZZ_Goatee,left,1,10,0,0.0,1,1.0,16.0,False
ZZ_Goatee,left,1,15,0,0.0,1,1.0,16.0,False
ZZ_Goatee,left,1,20,1,1.0,1,1.0,16.0,False
ZZ_Goatee,left,1,25,1,1.0,1,1.0,16.0,False
ZZ_Goatee,left,1,30,1,1.0,1,1.0,16.0,False
ZZ_Goatee,left,1,40,1,1.0,1,1.0,16.0,False
ZZ_Goatee,left,1,50,1,1.0,1,1.0,16.0,False
ZZ_Goatee,right,1,1,0,0.0,1,1.0,11.0,False
ZZ_Goatee,right,1,2,0,0.0,1,1.0,11.0,False
ZZ_Goatee,right,1,3,0,0.0,1,1.0,11.0,False
ZZ_Goatee,right,1,5,0,0.0,1,1.0,11.0,False
ZZ_Goatee,right,1,7,0,0.0,1,1.0,11.0,False
ZZ_Goatee,right,1,10,0,0.0,1,1.0,11.0,False
ZZ_Goatee,right,1,15,1,1.0,1,1.0,11.0,False
ZZ_Goatee,right,1,20,1,1.0,1,1.0,11.0,False
ZZ_Goatee,right,1,25,1,1.0,1,1.0,11.0,False
ZZ_Goatee,right,1,30,1,1.0,1,1.0,11.0,False
ZZ_Goatee,right,1,40,1,1.0,1,1.0,11.0,False
ZZ_Goatee,right,1,50,1,1.0,1,1.0,11.0,False
ZZ_Mutton Chops,left,1,1,0,0.0,1,1.0,20.0,False
ZZ_Mutton Chops,left,1,2,0,0.0,1,1.0,20.0,False
ZZ_Mutton Chops,left,1,3,0,0.0,1,1.0,20.0,False
ZZ_Mutton Chops,left,1,5,0,0.0,1,1.0,20.0,False
ZZ_Mutton Chops,left,1,7,0,0.0,1,1.0,20.0,False
ZZ_Mutton Chops,left,1,10,0,0.0,1,1.0,20.0,False
ZZ_Mutton Chops,left,1,15,0,0.0,1,1.0,20.0,False
ZZ_Mutton Chops,left,1,20,1,1.0,1,1.0,20.0,False
ZZ_Mutton Chops,left,1,25,1,1.0,1,1.0,20.0,False
ZZ_Mutton Chops,left,1,30,1,1.0,1,1.0,20.0,False
ZZ_Mutton Chops,left,1,40,1,1.0,1,1.0,20.0,False
ZZ_Mutton Chops,left,1,50,1,1.0,1,1.0,20.0,False
ZZ_Mutton Chops,right,1,1,0,0.0,1,1.0,12.0,False
ZZ_Mutton Chops,right,1,2,0,0.0,1,1.0,12.0,False
ZZ_Mutton Chops,right,1,3,0,0.0,1,1.0,12.0,False
ZZ_Mutton Chops,right,1,5,0,0.0,1,1.0,12.0,False
ZZ_Mutton Chops,right,1,7,0,0.0,1,1.0,12.0,False
ZZ_Mutton Chops,right,1,10,0,0.0,1,1.0,12.0,False
ZZ_Mutton Chops,right,1,15,1,1.0,1,1.0,12.0,False
ZZ_Mutton Chops,right,1,20,1,1.0,1,1.0,12.0,False
ZZ_Mutton Chops,right,1,25,1,1.0,1,1.0,12.0,False
ZZ_Mutton Chops,right,1,30,1,1.0,1,1.0,12.0,False
ZZ_Mutton Chops,right,1,40,1,1.0,1,1.0,12.0,False
ZZ_Mutton Chops,right,1,50,1,1.0,1,1.0,12.0,False
ZZ_Napoleon III,left,1,1,0,0.0,1,1.0,51.0,False
ZZ_Napoleon III,left,1,2,0,0.0,1,1.0,51.0,False
ZZ_Napoleon III,left,1,3,0,0.0,1,1.0,51.0,False
ZZ_Napoleon III,left,1,5,0,0.0,1,1.0,51.0,False
ZZ_Napoleon III,left,1,7,0,0.0,1,1.0,51.0,False
ZZ_Napoleon III,left,1,10,0,0.0,1,1.0,51.0,False
ZZ_Napoleon III,left,1,15,0,0.0,1,1.0,51.0,False
ZZ_Napoleon III,left,1,20,0,0.0,1,1.0,51.0,False
ZZ_Napoleon III,left,1,25,0,0.0,1,1.0,51.0,False
ZZ_Napoleon III,left,1,30,0,0.0,1,1.0,51.0,False
ZZ_Napoleon III,left,1,40,0,0.0,1,1.0,51.0,False
ZZ_Napoleon III,left,1,50,0,0.0,1,1.0,51.0,False
ZZ_Napoleon III,right,1,1,0,0.0,1,1.0,68.0,False
ZZ_Napoleon III,right,1,2,0,0.0,1,1.0,68.0,False
ZZ_Napoleon III,right,1,3,0,0.0,1,1.0,68.0,False
ZZ_Napoleon III,right,1,5,0,0.0,1,1.0,68.0,False
ZZ_Napoleon III,right,1,7,0,0.0,1,1.0,68.0,False
ZZ_Napoleon III,right,1,10,0,0.0,1,1.0,68.0,False
ZZ_Napoleon III,right,1,15,0,0.0,1,1.0,68.0,False
ZZ_Napoleon III,right,1,20,0,0.0,1,1.0,68.0,False
ZZ_Napoleon III,right,1,25,0,0.0,1,1.0,68.0,False
ZZ_Napoleon III,right,1,30,0,0.0,1,1.0,68.0,False
ZZ_Napoleon III,right,1,40,0,0.0,1,1.0,68.0,False
ZZ_Napoleon III,right,1,50,0,0.0,1,1.0,68.0,False
ZZ_Officer,left,1,1,0,0.0,1,1.0,15.0,False
ZZ_Officer,left,1,2,0,0.0,1,1.0,15.0,False
ZZ_Officer,left,1,3,0,0.0,1,1.0,15.0,False
ZZ_Officer,left,1,5,0,0.0,1,1.0,15.0,False
ZZ_Officer,left,1,7,0,0.0,1,1.0,15.0,False
ZZ_Officer,left,1,10,0,0.0,1,1.0,15.0,False
ZZ_Officer,left,1,15,1,1.0,1,1.0,15.0,False
ZZ_Officer,left,1,20,1,1.0,1,1.0,15.0,False
ZZ_Officer,left,1,25,1,1.0,1,1.0,15.0,False
ZZ_Officer,left,1,30,1,1.0,1,1.0,15.0,False
ZZ_Officer,left,1,40,1,1.0,1,1.0,15.0,False
ZZ_Officer,left,1,50,1,1.0,1,1.0,15.0,False
ZZ_Officer,right,1,1,0,0.0,1,1.0,11.0,False
ZZ_Officer,right,1,2,0,0.0,1,1.0,11.0,False
ZZ_Officer,right,1,3,0,0.0,1,1.0,11.0,False
ZZ_Officer,right,1,5,0,0.0,1,1.0,11.0,False
ZZ_Officer,right,1,7,0,0.0,1,1.0,11.0,False
ZZ_Officer,right,1,10,0,0.0,1,1.0,11.0,False
ZZ_Officer,right,1,15,1,1.0,1,1.0,11.0,False
ZZ_Officer,right,1,20,1,1.0,1,1.0,11.0,False
ZZ_Officer,right,1,25,1,1.0,1,1.0,11.0,False
ZZ_Officer,right,1,30,1,1.0,1,1.0,11.0,False
ZZ_Officer,right,1,40,1,1.0,1,1.0,11.0,False
ZZ_Officer,right,1,50,1,1.0,1,1.0,11.0,False
ZZ_Pioneer,left,1,1,0,0.0,1,1.0,39.0,False
ZZ_Pioneer,left,1,2,0,0.0,1,1.0,39.0,False
ZZ_Pioneer,left,1,3,0,0.0,1,1.0,39.0,False
ZZ_Pioneer,left,1,5,0,0.0,1,1.0,39.0,False
ZZ_Pioneer,left,1,7,0,0.0,1,1.0,39.0,False
ZZ_Pioneer,left,1,10,0,0.0,1,1.0,39.0,False
ZZ_Pioneer,left,1,15,0,0.0,1,1.0,39.0,False
ZZ_Pioneer,left,1,20,0,0.0,1,1.0,39.0,False
ZZ_Pioneer,left,1,25,0,0.0,1,1.0,39.0,False
ZZ_Pioneer,left,1,30,0,0.0,1,1.0,39.0,False
ZZ_Pioneer,left,1,40,1,1.0,1,1.0,39.0,False
ZZ_Pioneer,left,1,50,1,1.0,1,1.0,39.0,False
ZZ_Pioneer,right,1,1,0,0.0,1,1.0,37.0,False
ZZ_Pioneer,right,1,2,0,0.0,1,1.0,37.0,False
ZZ_Pioneer,right,1,3,0,0.0,1,1.0,37.0,False
ZZ_Pioneer,right,1,5,0,0.0,1,1.0,37.0,False
ZZ_Pioneer,right,1,7,0,0.0,1,1.0,37.0,False
ZZ_Pioneer,right,1,10,0,0.0,1,1.0,37.0,False
ZZ_Pioneer,right,1,15,0,0.0,1,1.0,37.0,False
ZZ_Pioneer,right,1,20,0,0.0,1,1.0,37.0,False
ZZ_Pioneer,right,1,25,0,0.0,1,1.0,37.0,False
ZZ_Pioneer,right,1,30,0,0.0,1,1.0,37.0,False
ZZ_Pioneer,right,1,40,1,1.0,1,1.0,37.0,False
ZZ_Pioneer,right,1,50,1,1.0,1,1.0,37.0,False
ZZ_Stubbled,left,1,1,0,0.0,1,1.0,17.0,False
ZZ_Stubbled,left,1,2,0,0.0,1,1.0,17.0,False
ZZ_Stubbled,left,1,3,0,0.0,1,1.0,17.0,False
ZZ_Stubbled,left,1,5,0,0.0,1,1.0,17.0,False
ZZ_Stubbled,left,1,7,0,0.0,1,1.0,17.0,False
ZZ_Stubbled,left,1,10,0,0.0,1,1.0,17.0,False
ZZ_Stubbled,left,1,15,0,0.0,1,1.0,17.0,False
ZZ_Stubbled,left,1,20,1,1.0,1,1.0,17.0,False
ZZ_Stubbled,left,1,25,1,1.0,1,1.0,17.0,False
ZZ_Stubbled,left,1,30,1,1.0,1,1.0,17.0,False
ZZ_Stubbled,left,1,40,1,1.0,1,1.0,17.0,False
ZZ_Stubbled,left,1,50,1,1.0,1,1.0,17.0,False
ZZ_Stubbled,right,1,1,0,0.0,1,1.0,63.0,False
ZZ_Stubbled,right,1,2,0,0.0,1,1.0,63.0,False
ZZ_Stubbled,right,1,3,0,0.0,1,1.0,63.0,False
ZZ_Stubbled,right,1,5,0,0.0,1,1.0,63.0,False
ZZ_Stubbled,right,1,7,0,0.0,1,1.0,63.0,False
ZZ_Stubbled,right,1,10,0,0.0,1,1.0,63.0,False
ZZ_Stubbled,right,1,15,0,0.0,1,1.0,63.0,False
ZZ_Stubbled,right,1,20,0,0.0,1,1.0,63.0,False
ZZ_Stubbled,right,1,25,0,0.0,1,1.0,63.0,False
ZZ_Stubbled,right,1,30,0,0.0,1,1.0,63.0,False
ZZ_Stubbled,right,1,40,0,0.0,1,1.0,63.0,False
ZZ_Stubbled,right,1,50,0,0.0,1,1.0,63.0,False
