n,positive,negative,auc,ap,brier,accuracy,balanced_accuracy,precision,recall,f1,model,features
91378,69977,21401,0.8898242194602225,0.9561497248786408,0.14161061343381215,0.7806364770513691,0.796312958709189,0.935038684045445,0.766823384826443,0.8426176736152005,viewpoint_only,distance
91378,69977,21401,0.9207721963945783,0.9700615899305765,0.10900122555751657,0.8516491934601327,0.8419970290464587,0.941057832116446,0.8601540506166312,0.8987889919216354,A_only,A
91378,69977,21401,0.9999993850068998,0.9999998120010906,0.010820130617197825,0.982610694040141,0.9886462694885463,1.0,0.9772925389770925,0.9885158819065515,C_only,C
91378,69977,21401,0.9219367395834426,0.970388649624221,0.10689610343274389,0.8577338090131104,0.8462941267323574,0.9418397257936939,0.8678137102190719,0.9033126571169322,A_plus_viewpoint,"A,distance"
91378,69977,21401,0.9999299281802844,0.9999785891103393,0.010790526814138043,0.9828186215500448,0.9887820283807537,1.0,0.9775640567615074,0.9886547577754654,C_plus_viewpoint,"C,distance"
91378,69977,21401,0.999892042334974,0.9999671151725112,0.01080941905066217,0.9831578716977828,0.9890035297311974,1.0,0.9780070594623947,0.9888812628689088,A_plus_C,"A,C"
91378,69977,21401,0.9998891990769705,0.9999662777982847,0.010819813162159056,0.9833439121013811,0.9891249982136988,1.0,0.9782499964273976,0.9890054322699954,A_plus_C_plus_viewpoint,"A,C,distance"
91378,69977,21401,0.9332833736354249,0.9763277286744064,0.09993632118874028,0.8668935630020355,0.8524692814669084,0.942747740848522,0.8796032982265601,0.9100815424308959,A_trajectory,"A,A_rate,A_curvature,A_instability,A_path,distance"
