model,feature,standardized_log_odds,odds_ratio_per_1sd
A_plus_C_plus_viewpoint,A,0.4885296536186834,1.6299179133110298
A_plus_C_plus_viewpoint,C,-41.65801628199423,8.093817388784991e-19
A_plus_C_plus_viewpoint,distance,-0.1721418161021825,0.8418597754305033
A_trajectory,A,3.2725513613108568,26.378554785481242
A_trajectory,A_rate,-0.0029377728648794783,0.997066538167179
A_trajectory,A_curvature,0.0337128323049724,1.0342875501058668
A_trajectory,A_instability,-0.06461283966207829,0.9374303289722307
A_trajectory,A_path,-3.0821554578717327,0.045860300094176285
A_trajectory,distance,2.2097549863146195,9.113483191365622
