folder,gender,expression,A_cosine_left_angle,A_cosine_left_abs_angle,A_cosine_right_angle,A_cosine_right_abs_angle,A_angular_left_angle,A_angular_left_abs_angle,A_angular_right_angle,A_angular_right_abs_angle,A_euclidean_left_angle,A_euclidean_left_abs_angle,A_euclidean_right_angle,A_euclidean_right_abs_angle,A_path_left_angle,A_path_left_abs_angle,A_path_right_angle,A_path_right_abs_angle,A_rate_left_angle,A_rate_left_abs_angle,A_rate_right_angle,A_rate_right_abs_angle,A_curvature_left_angle,A_curvature_left_abs_angle,A_curvature_right_angle,A_curvature_right_abs_angle,A_instability_left_angle,A_instability_left_abs_angle,A_instability_right_angle,A_instability_right_abs_angle,C_left_angle,C_left_abs_angle,C_right_angle,C_right_abs_angle,B_left_angle,B_left_abs_angle,B_right_angle,B_right_abs_angle,C_hard_left_angle,C_hard_left_abs_angle,C_hard_right_angle,C_hard_right_abs_angle,A_cosine_distance_AUC_left,A_angular_distance_deg_AUC_left,A_euclidean_distance_AUC_left,A_cumulative_path_from_V107_AUC_left,A_rate_per_degree_AUC_left,A_curvature_AUC_left,A_trajectory_instability_AUC_left,C_margin_AUC_left,B_correct_AUC_left,A_cosine_distance_AUC_right,A_angular_distance_deg_AUC_right,A_euclidean_distance_AUC_right,A_cumulative_path_from_V107_AUC_right,A_rate_per_degree_AUC_right,A_curvature_AUC_right,A_trajectory_instability_AUC_right,C_margin_AUC_right,B_correct_AUC_right,A_cosine_leads_B_left,B_minus_A_cosine_left,A_angular_leads_B_left,B_minus_A_angular_left,A_euclidean_leads_B_left,B_minus_A_euclidean_left,A_path_leads_B_left,B_minus_A_path_left,A_rate_leads_B_left,B_minus_A_rate_left,A_curvature_leads_B_left,B_minus_A_curvature_left,A_instability_leads_B_left,B_minus_A_instability_left,C_leads_B_left,B_minus_C_left,A_cosine_leads_B_right,B_minus_A_cosine_right,A_angular_leads_B_right,B_minus_A_angular_right,A_euclidean_leads_B_right,B_minus_A_euclidean_right,A_path_leads_B_right,B_minus_A_path_right,A_rate_leads_B_right,B_minus_A_rate_right,A_curvature_leads_B_right,B_minus_A_curvature_right,A_instability_leads_B_right,B_minus_A_instability_right,C_leads_B_right,B_minus_C_right
Male_+10,Male,+10,-5.0,5.0,1.0,1.0,-5.0,5.0,1.0,1.0,-5.0,5.0,1.0,1.0,-6.0,6.0,4.0,4.0,-39.0,39.0,101.0,101.0,,,,,-48.0,48.0,88.0,88.0,-14.0,14.0,14.0,14.0,-16.0,16.0,16.0,16.0,-16.0,16.0,16.0,16.0,0.3229069166651396,45.55220545563743,0.7689493915118347,4.7739216819161845,0.09946748605525156,16.174142250745142,0.13675935503165676,-0.023111314974098563,0.14485981308411214,0.3027745747120581,44.22349677576083,0.7482368561709039,4.544522991456161,0.09283631933835622,18.118231592257416,0.13364099900958673,-0.023096395151637424,0.14485981308411214,1.0,11.0,1.0,11.0,1.0,11.0,1.0,10.0,0.0,-23.0,,,0.0,-32.0,1.0,2.0,1.0,15.0,1.0,15.0,1.0,15.0,1.0,12.0,0.0,-85.0,,,0.0,-72.0,1.0,2.0
Male_+20,Male,+20,-6.0,6.0,4.0,4.0,-6.0,6.0,4.0,4.0,-6.0,6.0,4.0,4.0,-7.0,7.0,5.0,5.0,-46.0,46.0,103.0,103.0,,,,,-74.0,74.0,103.0,103.0,-14.0,14.0,18.0,18.0,-17.0,17.0,19.0,19.0,-17.0,17.0,19.0,19.0,0.32212603593541084,45.5554636995369,0.7692959721491456,4.549081574011351,0.09595640042339856,16.716415075681603,0.13356301824579825,-0.018102481264934363,0.1542056074766355,0.3062415273390084,44.43402982872223,0.7514801804519998,4.461701612762898,0.08988998492605219,18.23959511816748,0.1273367149790503,-0.018505470217945418,0.17289719626168223,1.0,11.0,1.0,11.0,1.0,11.0,1.0,10.0,0.0,-29.0,,,0.0,-57.0,1.0,3.0,1.0,15.0,1.0,15.0,1.0,15.0,1.0,14.0,0.0,-84.0,,,0.0,-84.0,1.0,1.0
Male_+20_ZMouth Open Horizontal And Vertical,Male,+20_ZMouth Open Horizontal And Vertical,-9.0,9.0,7.0,7.0,-9.0,9.0,7.0,7.0,-9.0,9.0,7.0,7.0,-5.0,5.0,5.0,5.0,-7.0,7.0,48.0,48.0,,,,,-9.0,9.0,104.0,104.0,-39.0,39.0,40.0,40.0,-40.0,40.0,40.0,40.0,-40.0,40.0,40.0,40.0,0.29791845005249307,41.81006957883033,0.7029126042099757,5.121547490393168,0.10335540546561187,15.964417279549318,0.14888653995574647,-0.07291541032702009,0.3691588785046729,0.31073560113104703,43.13285811147957,0.7248507972075561,5.157074764719076,0.10034409997479937,15.948854972337651,0.14172017370473664,-0.06031383601861579,0.3691588785046729,1.0,31.0,1.0,31.0,1.0,31.0,1.0,35.0,1.0,33.0,,,1.0,31.0,1.0,1.0,1.0,33.0,1.0,33.0,1.0,33.0,1.0,35.0,0.0,-8.0,,,0.0,-64.0,0.0,0.0
Male_+30,Male,+30,-7.0,7.0,5.0,5.0,-7.0,7.0,5.0,5.0,-7.0,7.0,5.0,5.0,-7.0,7.0,4.0,4.0,-48.0,48.0,92.0,92.0,,,,,-48.0,48.0,101.0,101.0,-30.0,30.0,30.0,30.0,-30.0,30.0,33.0,33.0,-30.0,30.0,33.0,33.0,0.30015984539673707,43.54845463672531,0.7364367439855481,4.662390019187582,0.09734566680173266,17.181185518666545,0.14093480905834235,-0.010382408989924137,0.29439252336448596,0.28955316877810755,42.84940463805867,0.7253955896491202,4.6363325174201595,0.095405941202401,17.85057426636925,0.1378678063036136,-0.01018761892185033,0.29439252336448596,1.0,23.0,1.0,23.0,1.0,23.0,1.0,23.0,0.0,-18.0,,,0.0,-18.0,0.0,0.0,1.0,28.0,1.0,28.0,1.0,28.0,1.0,29.0,0.0,-59.0,,,0.0,-68.0,1.0,3.0
Male_+40,Male,+40,-8.0,8.0,6.0,6.0,-8.0,8.0,6.0,6.0,-8.0,8.0,6.0,6.0,-6.0,6.0,5.0,5.0,-72.0,72.0,60.0,60.0,,,,,-80.0,80.0,91.0,91.0,-11.0,11.0,16.0,16.0,-15.0,15.0,17.0,17.0,-15.0,15.0,17.0,17.0,0.2858808427770561,42.06122365844584,0.7116128284588595,4.8040286821844145,0.10801817942410707,16.54965028988384,0.1564949055747041,-0.023147954840526404,0.14485981308411214,0.2765315620698661,41.407766119341986,0.7011603176872306,4.731818412352249,0.10705316531532835,17.021073092239277,0.15753554686341645,-0.020312691403326588,0.16355140186915887,1.0,7.0,1.0,7.0,1.0,7.0,1.0,9.0,0.0,-57.0,,,0.0,-65.0,1.0,4.0,1.0,11.0,1.0,11.0,1.0,11.0,1.0,12.0,0.0,-43.0,,,0.0,-74.0,1.0,1.0
Male_+50,Male,+50,-8.0,8.0,8.0,8.0,-8.0,8.0,8.0,8.0,-8.0,8.0,8.0,8.0,-7.0,7.0,5.0,5.0,-52.0,52.0,73.0,73.0,,,,,-77.0,77.0,72.0,72.0,-70.0,70.0,69.0,69.0,-70.0,70.0,72.0,72.0,-70.0,70.0,72.0,72.0,0.30427198877958495,42.9545693397522,0.7227328517085968,5.146939870422688,0.13631603293964323,15.339865458428365,0.21180108330159816,0.006356985908802425,0.6588785046728972,0.2936458214421139,41.99540395825823,0.7068465580366413,5.300863772038823,0.13868418673627844,14.945956841218273,0.21495524484593914,0.005992233753204346,0.6869158878504673,1.0,62.0,1.0,62.0,1.0,62.0,1.0,63.0,1.0,18.0,,,0.0,-7.0,0.0,0.0,1.0,64.0,1.0,64.0,1.0,64.0,1.0,67.0,0.0,-1.0,,,0.0,0.0,1.0,3.0
Male_+50_ZMouth Open Horizontal And Vertical,Male,+50_ZMouth Open Horizontal And Vertical,-8.0,8.0,6.0,6.0,-8.0,8.0,6.0,6.0,-8.0,8.0,6.0,6.0,-5.0,5.0,5.0,5.0,-54.0,54.0,10.0,10.0,,,,,-78.0,78.0,10.0,10.0,-40.0,40.0,49.0,49.0,-41.0,41.0,49.0,49.0,-41.0,41.0,49.0,49.0,0.320101913447692,43.158236664032266,0.7208992262261228,5.71597834537241,0.1462660087448246,14.100890947550385,0.21462407989322013,-0.04677677600183219,0.3878504672897196,0.32020177406685374,43.309816498622716,0.7236318771339201,6.157387837106101,0.1544746263561962,13.188126755969597,0.22974120150759536,-0.035473793257619735,0.5467289719626168,1.0,33.0,1.0,33.0,1.0,33.0,1.0,36.0,0.0,-13.0,,,0.0,-37.0,1.0,1.0,1.0,43.0,1.0,43.0,1.0,43.0,1.0,44.0,1.0,39.0,,,1.0,39.0,0.0,0.0
Male_-10,Male,-10,-7.0,7.0,1.0,1.0,-7.0,7.0,1.0,1.0,-7.0,7.0,1.0,1.0,-6.0,6.0,4.0,4.0,-14.0,14.0,15.0,15.0,,,,,-77.0,77.0,45.0,45.0,-17.0,17.0,19.0,19.0,-18.0,18.0,53.0,53.0,-18.0,18.0,53.0,53.0,0.3192793818834786,45.19509262904943,0.7634781958343827,4.53409140570977,0.09328175982776678,17.973905842042843,0.1331796001572654,-0.013046331494768089,0.1822429906542056,0.3146851781372712,45.14975510356582,0.7632246566153018,4.9630737406175545,0.09955307851745704,17.50061878074636,0.14231803549348182,-0.01832051087762708,0.5654205607476636,1.0,11.0,1.0,11.0,1.0,11.0,1.0,12.0,1.0,4.0,,,0.0,-59.0,1.0,1.0,1.0,52.0,1.0,52.0,1.0,52.0,1.0,49.0,1.0,38.0,,,1.0,8.0,1.0,34.0
Male_-10_ZMouth Open Horizontal And Vertical,Male,-10_ZMouth Open Horizontal And Vertical,-10.0,10.0,8.0,8.0,-10.0,10.0,8.0,8.0,-10.0,10.0,8.0,8.0,-7.0,7.0,6.0,6.0,-88.0,88.0,17.0,17.0,,,,,-73.0,73.0,74.0,74.0,-22.0,22.0,17.0,17.0,-22.0,22.0,18.0,18.0,-22.0,22.0,18.0,18.0,0.29981584916605014,42.58017258332154,0.717965144524786,4.6722752402632315,0.09649273858598943,16.95363400488166,0.13747884322590423,-0.08368547831740335,0.20093457943925233,0.3467996761063549,46.28871812998691,0.7764256643914731,4.9766472849263765,0.09903672995550611,16.154361540585658,0.139268053625271,-0.08284116236963004,0.17289719626168223,1.0,12.0,1.0,12.0,1.0,12.0,1.0,15.0,0.0,-66.0,,,0.0,-51.0,0.0,0.0,1.0,10.0,1.0,10.0,1.0,10.0,1.0,12.0,1.0,1.0,,,0.0,-56.0,1.0,1.0
Male_-20,Male,-20,-9.0,9.0,1.0,1.0,-9.0,9.0,1.0,1.0,-9.0,9.0,1.0,1.0,-6.0,6.0,4.0,4.0,-9.0,9.0,10.0,10.0,,,,,-71.0,71.0,51.0,51.0,-27.0,27.0,32.0,32.0,-27.0,27.0,35.0,35.0,-27.0,27.0,35.0,35.0,0.3205860485540372,45.233851138676435,0.7638832959477032,4.592313900537719,0.09762990214633492,18.08341719433012,0.14519312057011532,-0.02404339848277725,0.2757009345794392,0.32640935661636783,46.09454766389366,0.7783271297116146,4.896041174776086,0.10030999302724812,17.032874013249955,0.14314171362597988,-0.031503848940412575,0.3130841121495327,1.0,18.0,1.0,18.0,1.0,18.0,1.0,21.0,1.0,18.0,,,0.0,-44.0,0.0,0.0,1.0,34.0,1.0,34.0,1.0,34.0,1.0,31.0,1.0,25.0,,,0.0,-16.0,1.0,3.0
Male_-20_ZMouth Open Horizontal And Vertical,Male,-20_ZMouth Open Horizontal And Vertical,-8.0,8.0,9.0,9.0,-8.0,8.0,9.0,9.0,-8.0,8.0,9.0,9.0,-6.0,6.0,6.0,6.0,-37.0,37.0,48.0,48.0,,,,,-83.0,83.0,48.0,48.0,-57.0,57.0,54.0,54.0,-62.0,62.0,55.0,55.0,-62.0,62.0,55.0,55.0,0.28993512536877786,41.925155590627796,0.7079357689274101,4.992322574169418,0.10205091346266135,15.702598795130612,0.14105110235933987,-0.03122486410854019,0.5560747663551402,0.3296767801881951,44.922078787723436,0.7549359255906987,5.340184531688133,0.10820745516603238,15.057670846488021,0.1542914944156161,-0.04275448648172004,0.5093457943925234,1.0,54.0,1.0,54.0,1.0,54.0,1.0,56.0,1.0,25.0,,,0.0,-21.0,1.0,5.0,1.0,46.0,1.0,46.0,1.0,46.0,1.0,49.0,1.0,7.0,,,1.0,7.0,1.0,1.0
Male_-30,Male,-30,-7.0,7.0,2.0,2.0,-7.0,7.0,2.0,2.0,-7.0,7.0,2.0,2.0,-5.0,5.0,4.0,4.0,-87.0,87.0,93.0,93.0,,,,,-88.0,88.0,89.0,89.0,-7.0,7.0,9.0,9.0,-7.0,7.0,11.0,11.0,-7.0,7.0,11.0,11.0,0.34821004538892586,47.59950781314173,0.8018887056925587,4.502707887284249,0.09515262697384043,17.8647689096889,0.13491226430490333,-0.06894423443580343,0.06074766355140187,0.3498779485158831,47.898314039283825,0.8068619557073183,4.774904990325046,0.09687049310898112,17.71228020070353,0.13860767580709368,-0.06892545033838147,0.09813084112149532,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,-80.0,,,0.0,-81.0,0.0,0.0,1.0,9.0,1.0,9.0,1.0,9.0,1.0,7.0,0.0,-82.0,,,0.0,-78.0,1.0,2.0
Male_-40,Male,-40,-6.0,6.0,5.0,5.0,-6.0,6.0,5.0,5.0,-6.0,6.0,5.0,5.0,-6.0,6.0,5.0,5.0,-78.0,78.0,78.0,78.0,,,,,-77.0,77.0,70.0,70.0,-16.0,16.0,16.0,16.0,-16.0,16.0,17.0,17.0,-16.0,16.0,17.0,17.0,0.3192142713292737,45.340336037573415,0.7660601777506142,4.515175294653278,0.09804584493614593,18.095947837122797,0.14282821730341552,-0.03471020351503497,0.14485981308411214,0.3252597551479518,45.94091628422247,0.7758805329748893,4.822057307497642,0.10412745393603762,17.000121179164232,0.14955266726747998,-0.035427926438991154,0.1542056074766355,1.0,10.0,1.0,10.0,1.0,10.0,1.0,10.0,0.0,-62.0,,,0.0,-61.0,0.0,0.0,1.0,12.0,1.0,12.0,1.0,12.0,1.0,12.0,0.0,-61.0,,,0.0,-53.0,1.0,1.0
Male_-50,Male,-50,-9.0,9.0,5.0,5.0,-9.0,9.0,5.0,5.0,-9.0,9.0,5.0,5.0,-4.0,4.0,3.0,3.0,-4.0,4.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,-73.0,73.0,67.0,67.0,-76.0,76.0,67.0,67.0,-76.0,76.0,67.0,67.0,0.2571713612458416,39.99616689325493,0.6794758005955509,5.885499131125964,0.1232584906777121,14.669716949539083,0.1807484840447048,0.03660303855610785,0.7336448598130841,0.26022169467444733,40.303940407583646,0.6843878228530705,6.151696450712386,0.12483338002011041,13.978795152865818,0.18028915357196107,0.026232945027752457,0.6214953271028038,1.0,67.0,1.0,67.0,1.0,67.0,1.0,72.0,1.0,72.0,,,1.0,76.0,1.0,3.0,1.0,62.0,1.0,62.0,1.0,62.0,1.0,64.0,1.0,67.0,,,1.0,67.0,0.0,0.0
Male_-60,Male,-60,-6.0,6.0,6.0,6.0,-6.0,6.0,6.0,6.0,-6.0,6.0,6.0,6.0,-5.0,5.0,4.0,4.0,-4.0,4.0,0.0,0.0,,,,,-5.0,5.0,3.0,3.0,-18.0,18.0,25.0,25.0,-18.0,18.0,25.0,25.0,-18.0,18.0,25.0,25.0,0.26530070087620033,41.1367059912637,0.6991129401270474,7.3567698918561515,0.16103228065624553,11.507202813036812,0.24077810227589788,0.009969665346858657,0.5981308411214953,0.2552806960645123,40.17004438204186,0.6830694687979244,7.358871749036502,0.16042463909660545,11.863340514076445,0.24304579163216194,0.031494222511754974,0.7663551401869159,1.0,12.0,1.0,12.0,1.0,12.0,1.0,13.0,1.0,14.0,,,1.0,13.0,0.0,0.0,1.0,19.0,1.0,19.0,1.0,19.0,1.0,21.0,1.0,25.0,,,1.0,22.0,0.0,0.0
Male_0,Male,0,-6.0,6.0,1.0,1.0,-6.0,6.0,1.0,1.0,-6.0,6.0,1.0,1.0,-7.0,7.0,4.0,4.0,-95.0,95.0,51.0,51.0,,,,,-71.0,71.0,,,-15.0,15.0,16.0,16.0,-15.0,15.0,17.0,17.0,-15.0,15.0,17.0,17.0,0.3168121158519638,45.00526307899261,0.7602752054057945,4.639780725291539,0.09370715274774241,17.773989403324887,0.1368641308596674,-0.03480429933449932,0.13551401869158877,0.3008027107359093,44.109210495636844,0.7466766442929473,4.71310396999051,0.09394608297011006,17.4085089137889,0.1333397278948775,-0.030652905178961354,0.1542056074766355,1.0,9.0,1.0,9.0,1.0,9.0,1.0,8.0,0.0,-80.0,,,0.0,-56.0,0.0,0.0,1.0,16.0,1.0,16.0,1.0,16.0,1.0,13.0,0.0,-34.0,,,,,1.0,1.0
Male_Angry 01,Male,Angry,-5.0,5.0,6.0,6.0,-5.0,5.0,6.0,6.0,-5.0,5.0,6.0,6.0,-6.0,6.0,6.0,6.0,-18.0,18.0,21.0,21.0,,,,,-90.0,90.0,43.0,43.0,0.0,0.0,0.0,0.0,-10.0,10.0,37.0,37.0,-10.0,10.0,37.0,37.0,0.3081131557994914,44.5671375800516,0.7538516929495,5.081596311234008,0.10117902606725693,15.972017902236095,0.14379418237169958,-0.029976879464131648,0.1542056074766355,0.34878233353668286,47.44972127843126,0.7988481101031616,5.101557052546294,0.10206511665448964,16.89525426730624,0.1517323291034631,-0.021091813517508107,0.5,1.0,5.0,1.0,5.0,1.0,5.0,1.0,4.0,0.0,-8.0,,,0.0,-80.0,1.0,10.0,1.0,31.0,1.0,31.0,1.0,31.0,1.0,31.0,1.0,16.0,,,0.0,-6.0,1.0,37.0
Male_Angry 02,Male,Angry,-7.0,7.0,10.0,10.0,-7.0,7.0,10.0,10.0,-7.0,7.0,10.0,10.0,-6.0,6.0,7.0,7.0,,,24.0,24.0,,,,,-66.0,66.0,24.0,24.0,-4.0,4.0,22.0,22.0,-31.0,31.0,28.0,28.0,-31.0,31.0,28.0,28.0,0.2667340934276581,40.1744560081268,0.6801597274770247,4.909704838174386,0.09539011078623105,17.22217299759999,0.13740277754248315,-0.04363590088960166,0.5280373831775701,0.3283515455566834,45.046275031900855,0.7578253540619512,5.211206393264164,0.10400771736123851,15.852137269850912,0.14898449730760646,-0.04859659228926507,0.397196261682243,1.0,24.0,1.0,24.0,1.0,24.0,1.0,25.0,,,,,0.0,-35.0,1.0,27.0,1.0,18.0,1.0,18.0,1.0,18.0,1.0,21.0,1.0,4.0,,,1.0,4.0,1.0,6.0
Male_Angry 03,Male,Angry,-6.0,6.0,6.0,6.0,-6.0,6.0,6.0,6.0,-6.0,6.0,6.0,6.0,-4.0,4.0,6.0,6.0,-33.0,33.0,10.0,10.0,,,,,-67.0,67.0,43.0,43.0,-12.0,12.0,10.0,10.0,-13.0,13.0,11.0,11.0,-13.0,13.0,11.0,11.0,0.29077607727496424,43.20076693775498,0.732153455091414,5.46910251032944,0.10599180142272194,14.969224657283258,0.14929934787862706,-0.02909112867907943,0.11682242990654206,0.3638654866508234,48.75582865242646,0.8201504345530661,5.16840706854432,0.10063674548101202,16.54906987068399,0.1452256238685464,-0.03886815320665591,0.09813084112149532,1.0,7.0,1.0,7.0,1.0,7.0,1.0,9.0,0.0,-20.0,,,0.0,-54.0,1.0,1.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,1.0,,,0.0,-32.0,1.0,1.0
Male_Angry 04,Male,Angry,-6.0,6.0,7.0,7.0,-6.0,6.0,7.0,7.0,-6.0,6.0,7.0,7.0,-6.0,6.0,7.0,7.0,-31.0,31.0,44.0,44.0,,,,,-67.0,67.0,43.0,43.0,-9.0,9.0,7.0,7.0,-9.0,9.0,8.0,8.0,-9.0,9.0,8.0,8.0,0.3161494843313627,45.10012295981434,0.7621660206780255,5.134002944715669,0.10239634339539509,15.708081414913767,0.14496468408208973,-0.043963788547248486,0.0794392523364486,0.37416491942985036,49.32394823626937,0.8283143070674388,4.943913716196178,0.09879916812354159,17.132843711883755,0.14542714407983817,-0.04495550260365566,0.07009345794392523,1.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,0.0,-22.0,,,0.0,-58.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-36.0,,,0.0,-35.0,1.0,1.0
Male_Angry 05,Male,Angry,-6.0,6.0,4.0,4.0,-6.0,6.0,4.0,4.0,-6.0,6.0,4.0,4.0,-6.0,6.0,5.0,5.0,-10.0,10.0,11.0,11.0,,,,,-10.0,10.0,28.0,28.0,-24.0,24.0,20.0,20.0,-26.0,26.0,22.0,22.0,-26.0,26.0,22.0,22.0,0.2626076466012224,40.03100878278786,0.6781067794589238,5.337161021794532,0.10415085668693173,16.28460838528792,0.1503459168773777,-0.05936037282520366,0.2757009345794392,0.32026657601383246,44.840067266303805,0.755276867580191,5.5231661622839,0.10507970181441753,16.180538169201434,0.15325527061831276,-0.05637616949660756,0.19158878504672897,1.0,20.0,1.0,20.0,1.0,20.0,1.0,20.0,1.0,16.0,,,1.0,16.0,1.0,2.0,1.0,18.0,1.0,18.0,1.0,18.0,1.0,17.0,1.0,11.0,,,0.0,-6.0,1.0,2.0
Male_Anguish,Male,Anguish,-6.0,6.0,6.0,6.0,-6.0,6.0,6.0,6.0,-6.0,6.0,6.0,6.0,-6.0,6.0,5.0,5.0,-15.0,15.0,15.0,15.0,,,,,-15.0,15.0,15.0,15.0,-9.0,9.0,19.0,19.0,-9.0,9.0,19.0,19.0,-9.0,9.0,19.0,19.0,0.3192082041891936,45.435975152755454,0.7678297538762895,5.64646828125849,0.10834465414847967,15.242418921039738,0.1562567274876923,-0.04795718109496286,0.0794392523364486,0.37090172166022184,49.15041336612167,0.8257568029460506,5.439533736278242,0.10383307014670327,16.07032694628539,0.15105249926026137,-0.038428250317261596,0.17289719626168223,1.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,0.0,-6.0,,,0.0,-6.0,0.0,0.0,1.0,13.0,1.0,13.0,1.0,13.0,1.0,14.0,1.0,4.0,,,1.0,4.0,0.0,0.0
Male_Animosity Growl,Male,Animosity Growl,-7.0,7.0,1.0,1.0,-7.0,7.0,1.0,1.0,-7.0,7.0,1.0,1.0,-5.0,5.0,3.0,3.0,-53.0,53.0,85.0,85.0,,,,,-58.0,58.0,84.0,84.0,0.0,0.0,0.0,0.0,-1.0,1.0,21.0,21.0,-1.0,1.0,21.0,21.0,0.2468079910657116,39.38827957171146,0.6701538725016273,5.182387362521525,0.10396849599508744,15.888287167930164,0.152169637311742,-0.013632451262429495,0.4158878504672897,0.24617847883812735,39.696052649310815,0.6757633960414156,5.006786146262121,0.09591475303206488,16.065238835826857,0.13136599915769864,-0.017234338778201665,0.40654205607476634,0.0,-6.0,0.0,-6.0,0.0,-6.0,0.0,-4.0,0.0,-52.0,,,0.0,-57.0,1.0,1.0,1.0,20.0,1.0,20.0,1.0,20.0,1.0,18.0,0.0,-64.0,,,0.0,-63.0,1.0,21.0
Male_Animosity Rebellious,Male,Animosity Rebellious,-7.0,7.0,3.0,3.0,-7.0,7.0,3.0,3.0,-7.0,7.0,3.0,3.0,-6.0,6.0,4.0,4.0,-57.0,57.0,84.0,84.0,,,,,-58.0,58.0,84.0,84.0,-45.0,45.0,45.0,45.0,-45.0,45.0,45.0,45.0,-45.0,45.0,45.0,45.0,0.24776761888343596,38.94424426444223,0.6616234200649066,5.209434990327213,0.1037354502686352,15.627864522035978,0.1501823657385583,-0.00649359432336326,0.5934579439252337,0.25291877678621594,39.67479037347241,0.6738917987688574,5.172650678327011,0.10062541478426656,15.920117105145046,0.14154483708289434,-0.008834784415280707,0.5747663551401869,1.0,38.0,1.0,38.0,1.0,38.0,1.0,39.0,0.0,-12.0,,,0.0,-13.0,0.0,0.0,1.0,42.0,1.0,42.0,1.0,42.0,1.0,41.0,0.0,-39.0,,,0.0,-39.0,0.0,0.0
Male_Bored 01,Male,Bored,-6.0,6.0,7.0,7.0,-6.0,6.0,7.0,7.0,-6.0,6.0,7.0,7.0,-6.0,6.0,7.0,7.0,-65.0,65.0,65.0,65.0,,,,,-66.0,66.0,34.0,34.0,-9.0,9.0,9.0,9.0,-11.0,11.0,9.0,9.0,-11.0,11.0,9.0,9.0,0.3173305330989517,45.1382075559313,0.7624376171799464,4.864715260792976,0.10163149982690811,16.435689328673003,0.14769177325069904,-0.046126206762322756,0.09813084112149532,0.3664318259074309,48.702822801108674,0.8183230548122219,4.668814711046414,0.09401501276504214,17.61432283457223,0.13429016595319757,-0.043936782768953624,0.0794392523364486,1.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,0.0,-54.0,,,0.0,-55.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,-56.0,,,0.0,-25.0,0.0,0.0
Male_Bored 03,Male,Bored,-6.0,6.0,7.0,7.0,-6.0,6.0,7.0,7.0,-6.0,6.0,7.0,7.0,-6.0,6.0,7.0,7.0,-78.0,78.0,54.0,54.0,,,,,-37.0,37.0,37.0,37.0,-6.0,6.0,5.0,5.0,-7.0,7.0,7.0,7.0,-7.0,7.0,7.0,7.0,0.3129946246882465,44.76004631274214,0.7563327768834952,4.756986730827768,0.09608073339287965,17.47006021324593,0.139808700788977,-0.04869487366386663,0.06074766355140187,0.3399578962370614,46.26445397261147,0.7784600413151991,4.811698922365207,0.09821708646611632,17.150376190086156,0.14238989553502146,-0.03776213164641478,0.06074766355140187,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-71.0,,,0.0,-30.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-47.0,,,0.0,-30.0,1.0,2.0
Male_Bored 04,Male,Bored,-6.0,6.0,7.0,7.0,-6.0,6.0,7.0,7.0,-6.0,6.0,7.0,7.0,-7.0,7.0,7.0,7.0,-54.0,54.0,56.0,56.0,,,,,-55.0,55.0,32.0,32.0,-11.0,11.0,13.0,13.0,-11.0,11.0,22.0,22.0,-11.0,11.0,22.0,22.0,0.32902838247958743,45.99381524380122,0.7759692184604344,4.6884922962113516,0.09614276466012564,16.708325304389852,0.13531892265210738,-0.04607710325829337,0.09813084112149532,0.3740279482346829,48.863801913840746,0.8192206880873178,4.595808689647885,0.09324694645947942,18.19068083396935,0.13652671982516656,-0.036952339600179795,0.2102803738317757,1.0,5.0,1.0,5.0,1.0,5.0,1.0,4.0,0.0,-43.0,,,0.0,-44.0,0.0,0.0,1.0,15.0,1.0,15.0,1.0,15.0,1.0,15.0,0.0,-34.0,,,0.0,-10.0,1.0,9.0
Male_Bored 05,Male,Bored,-5.0,5.0,7.0,7.0,-5.0,5.0,7.0,7.0,-5.0,5.0,7.0,7.0,-6.0,6.0,7.0,7.0,-94.0,94.0,58.0,58.0,,,,,-100.0,100.0,54.0,54.0,-5.0,5.0,12.0,12.0,-6.0,6.0,13.0,13.0,-6.0,6.0,13.0,13.0,0.342116357288628,46.843592151303156,0.7888360437084077,4.604214541735911,0.0968621459631425,17.639722731843193,0.1403255794056744,-0.05223112602100194,0.0514018691588785,0.37581611180973945,49.11158137009522,0.8237265239783031,4.722204628130682,0.0955156078126943,17.579666584846954,0.13902690215914879,-0.043335678003658756,0.11682242990654206,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-88.0,,,0.0,-94.0,1.0,1.0,1.0,6.0,1.0,6.0,1.0,6.0,1.0,6.0,0.0,-45.0,,,0.0,-41.0,1.0,1.0
