folder,gender,expression,A_cosine_left_angle,A_cosine_left_abs_angle,A_cosine_right_angle,A_cosine_right_abs_angle,A_angular_left_angle,A_angular_left_abs_angle,A_angular_right_angle,A_angular_right_abs_angle,A_euclidean_left_angle,A_euclidean_left_abs_angle,A_euclidean_right_angle,A_euclidean_right_abs_angle,A_path_left_angle,A_path_left_abs_angle,A_path_right_angle,A_path_right_abs_angle,A_rate_left_angle,A_rate_left_abs_angle,A_rate_right_angle,A_rate_right_abs_angle,A_curvature_left_angle,A_curvature_left_abs_angle,A_curvature_right_angle,A_curvature_right_abs_angle,A_instability_left_angle,A_instability_left_abs_angle,A_instability_right_angle,A_instability_right_abs_angle,C_left_angle,C_left_abs_angle,C_right_angle,C_right_abs_angle,B_left_angle,B_left_abs_angle,B_right_angle,B_right_abs_angle,C_hard_left_angle,C_hard_left_abs_angle,C_hard_right_angle,C_hard_right_abs_angle,A_cosine_distance_AUC_left,A_angular_distance_deg_AUC_left,A_euclidean_distance_AUC_left,A_cumulative_path_from_V107_AUC_left,A_rate_per_degree_AUC_left,A_curvature_AUC_left,A_trajectory_instability_AUC_left,C_margin_AUC_left,B_correct_AUC_left,A_cosine_distance_AUC_right,A_angular_distance_deg_AUC_right,A_euclidean_distance_AUC_right,A_cumulative_path_from_V107_AUC_right,A_rate_per_degree_AUC_right,A_curvature_AUC_right,A_trajectory_instability_AUC_right,C_margin_AUC_right,B_correct_AUC_right,A_cosine_leads_B_left,B_minus_A_cosine_left,A_angular_leads_B_left,B_minus_A_angular_left,A_euclidean_leads_B_left,B_minus_A_euclidean_left,A_path_leads_B_left,B_minus_A_path_left,A_rate_leads_B_left,B_minus_A_rate_left,A_curvature_leads_B_left,B_minus_A_curvature_left,A_instability_leads_B_left,B_minus_A_instability_left,C_leads_B_left,B_minus_C_left,A_cosine_leads_B_right,B_minus_A_cosine_right,A_angular_leads_B_right,B_minus_A_angular_right,A_euclidean_leads_B_right,B_minus_A_euclidean_right,A_path_leads_B_right,B_minus_A_path_right,A_rate_leads_B_right,B_minus_A_rate_right,A_curvature_leads_B_right,B_minus_A_curvature_right,A_instability_leads_B_right,B_minus_A_instability_right,C_leads_B_right,B_minus_C_right
Female_Fear 03,Female,Fear,-10.0,10.0,10.0,10.0,-10.0,10.0,10.0,10.0,-10.0,10.0,10.0,10.0,-7.0,7.0,6.0,6.0,-90.0,90.0,96.0,96.0,,,,,-63.0,63.0,96.0,96.0,-25.0,25.0,21.0,21.0,-27.0,27.0,23.0,23.0,-27.0,27.0,23.0,23.0,0.2393724099497929,38.239484833779734,0.6505147426206375,4.344619049734184,0.09167464344568972,18.31993765486599,0.131679832759612,-0.025641552477239447,0.26635514018691586,0.3172540152184317,44.09603123575727,0.7427009321818842,4.521575412843551,0.09419950264915128,18.013673306523412,0.13797395054321243,-0.057424839690466904,0.2102803738317757,1.0,17.0,1.0,17.0,1.0,17.0,1.0,20.0,0.0,-63.0,,,0.0,-36.0,1.0,2.0,1.0,13.0,1.0,13.0,1.0,13.0,1.0,17.0,0.0,-73.0,,,0.0,-73.0,1.0,2.0
Female_Fear 04,Female,Fear,-9.0,9.0,11.0,11.0,-9.0,9.0,11.0,11.0,-9.0,9.0,11.0,11.0,-7.0,7.0,7.0,7.0,-80.0,80.0,93.0,93.0,,,,,-92.0,92.0,87.0,87.0,-20.0,20.0,40.0,40.0,-21.0,21.0,40.0,40.0,-21.0,21.0,40.0,40.0,0.23977785968334875,38.3290536804734,0.6521128114904756,4.414759158095885,0.09387439306614534,17.78297789095467,0.13411509642764083,-0.02751227433436385,0.2102803738317757,0.27149765625178257,40.381434817180455,0.6835702122232624,4.421961297411646,0.09090668084883244,18.340939386802148,0.13208756100316094,-0.035174352543376315,0.3691588785046729,1.0,12.0,1.0,12.0,1.0,12.0,1.0,14.0,0.0,-59.0,,,0.0,-71.0,1.0,1.0,1.0,29.0,1.0,29.0,1.0,29.0,1.0,33.0,0.0,-53.0,,,0.0,-47.0,0.0,0.0
Female_Fear 05,Female,Fear,-9.0,9.0,12.0,12.0,-9.0,9.0,12.0,12.0,-9.0,9.0,12.0,12.0,-7.0,7.0,5.0,5.0,-80.0,80.0,40.0,40.0,,,,,-77.0,77.0,39.0,39.0,-22.0,22.0,29.0,29.0,-32.0,32.0,31.0,31.0,-32.0,32.0,31.0,31.0,0.23613857610203395,37.5488365164427,0.6379166015676249,4.329670273864242,0.08953906261836583,18.20164372115159,0.12688822235982372,-0.02755945363891459,0.26635514018691586,0.28918122019723197,41.29004768567665,0.6959658726074985,5.014751377141225,0.10037046792768986,16.1483100699461,0.14314163356738271,-0.04907442058358237,0.3130841121495327,1.0,23.0,1.0,23.0,1.0,23.0,1.0,25.0,0.0,-48.0,,,0.0,-45.0,1.0,10.0,1.0,19.0,1.0,19.0,1.0,19.0,1.0,26.0,0.0,-9.0,,,0.0,-8.0,1.0,2.0
Female_Fierce Cutthroat,Female,Fierce Cutthroat,-8.0,8.0,5.0,5.0,-8.0,8.0,5.0,5.0,-8.0,8.0,5.0,5.0,-7.0,7.0,5.0,5.0,-92.0,92.0,93.0,93.0,,,,,,,90.0,90.0,-21.0,21.0,17.0,17.0,-21.0,21.0,21.0,21.0,-21.0,21.0,21.0,21.0,0.19734609489128968,34.92061403978651,0.5972772583226177,4.3800735241585524,0.08994808902015101,17.69210444345112,0.12473326555962833,-0.016522205878641005,0.3598130841121495,0.1994639740926083,35.148588804441076,0.6007647546373795,4.491966380433084,0.09191612808782364,18.490455384009458,0.1321272010440534,-0.015801792111352225,0.32242990654205606,1.0,13.0,1.0,13.0,1.0,13.0,1.0,14.0,0.0,-71.0,,,,,0.0,0.0,1.0,16.0,1.0,16.0,1.0,16.0,1.0,16.0,0.0,-72.0,,,0.0,-69.0,1.0,4.0
Female_Fierce Fiery,Female,Fierce Fiery,-9.0,9.0,6.0,6.0,-9.0,9.0,6.0,6.0,-9.0,9.0,6.0,6.0,-7.0,7.0,4.0,4.0,-36.0,36.0,92.0,92.0,,,,,-93.0,93.0,91.0,91.0,-18.0,18.0,17.0,17.0,-19.0,19.0,17.0,17.0,-19.0,19.0,17.0,17.0,0.21842171655637083,36.61695643006084,0.6245579700969649,4.388863945170958,0.08990028351193892,18.534722232237748,0.1273700144352778,-0.03370844677229908,0.16355140186915887,0.22400046731824072,37.13250869679674,0.632701574629824,4.303449982289817,0.08939337380508953,18.633498234602996,0.12641263261156263,-0.03346747800568554,0.1542056074766355,1.0,10.0,1.0,10.0,1.0,10.0,1.0,12.0,0.0,-17.0,,,0.0,-74.0,1.0,1.0,1.0,11.0,1.0,11.0,1.0,11.0,1.0,13.0,0.0,-75.0,,,0.0,-74.0,0.0,0.0
Female_Fierce Savage,Female,Fierce Savage,-8.0,8.0,4.0,4.0,-8.0,8.0,4.0,4.0,-8.0,8.0,4.0,4.0,-6.0,6.0,4.0,4.0,-94.0,94.0,80.0,80.0,,,,,-95.0,95.0,81.0,81.0,-22.0,22.0,80.0,80.0,-22.0,22.0,81.0,81.0,-22.0,22.0,81.0,81.0,0.20611315352894435,35.69702198349427,0.6099697806846316,4.263864343080704,0.0863900860103796,18.726455615717157,0.12430779572646573,0.0009237772950502199,0.7336448598130841,0.21426079874840853,36.44267493096468,0.6218441418398206,4.232869219156766,0.08586726682347672,19.754601034069807,0.12400233977526989,-0.000516472575820495,0.7523364485981309,1.0,14.0,1.0,14.0,1.0,14.0,1.0,16.0,0.0,-72.0,,,0.0,-73.0,0.0,0.0,1.0,77.0,1.0,77.0,1.0,77.0,1.0,77.0,1.0,1.0,,,0.0,0.0,1.0,1.0
Female_Happy 01,Female,Happy,-10.0,10.0,12.0,12.0,-10.0,10.0,12.0,12.0,-10.0,10.0,12.0,12.0,-7.0,7.0,6.0,6.0,-91.0,91.0,81.0,81.0,,,,,-92.0,92.0,60.0,60.0,-10.0,10.0,12.0,12.0,-23.0,23.0,13.0,13.0,-23.0,23.0,13.0,13.0,0.20472940050552937,35.19782870729393,0.6008962071805357,4.334596068746297,0.09260921060757817,18.013192452806443,0.13163731271787635,-0.022136187163468834,0.3317757009345794,0.2696022589073003,40.25767098186172,0.6815769455143225,4.705330360402292,0.10072459134264528,16.531490262682407,0.1443262487157898,-0.03662763438492178,0.1542056074766355,1.0,13.0,1.0,13.0,1.0,13.0,1.0,16.0,0.0,-68.0,,,0.0,-69.0,1.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,0.0,-68.0,,,0.0,-47.0,1.0,1.0
Female_Happy 02,Female,Happy,-8.0,8.0,9.0,9.0,-8.0,8.0,9.0,9.0,-8.0,8.0,9.0,9.0,-7.0,7.0,7.0,7.0,-101.0,101.0,21.0,21.0,,,,,-91.0,91.0,74.0,74.0,-9.0,9.0,11.0,11.0,-15.0,15.0,14.0,14.0,-15.0,15.0,14.0,14.0,0.251237924410918,39.477927963310314,0.6711210306281241,4.273529891760271,0.08875022217069033,18.017719479190973,0.12312560897531374,-0.049401329499538814,0.10747663551401869,0.3219024160197962,44.75323676617346,0.7542075304505981,4.571731264137219,0.09319209847077031,17.730247368765795,0.1331129666980145,-0.0597285944446225,0.1261682242990654,1.0,7.0,1.0,7.0,1.0,7.0,1.0,8.0,0.0,-86.0,,,0.0,-76.0,1.0,6.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,7.0,0.0,-7.0,,,0.0,-60.0,1.0,3.0
Female_Happy 03,Female,Happy,-8.0,8.0,9.0,9.0,-8.0,8.0,9.0,9.0,-8.0,8.0,9.0,9.0,-7.0,7.0,7.0,7.0,-81.0,81.0,77.0,77.0,,,,,-81.0,81.0,92.0,92.0,-13.0,13.0,15.0,15.0,-18.0,18.0,18.0,18.0,-18.0,18.0,18.0,18.0,0.24840547492570966,39.1907141074956,0.6662875127360642,4.352894915859694,0.09320356902437953,17.521452261966143,0.12996129435047787,-0.04310792823818242,0.16355140186915887,0.3046974264015661,43.317264708403115,0.7310764767995505,4.515009412367906,0.09209341327790345,17.820228520331447,0.13189964330280726,-0.05102543811374736,0.16355140186915887,1.0,10.0,1.0,10.0,1.0,10.0,1.0,11.0,0.0,-63.0,,,0.0,-63.0,1.0,5.0,1.0,9.0,1.0,9.0,1.0,9.0,1.0,11.0,0.0,-59.0,,,0.0,-74.0,1.0,3.0
Female_Happy 04,Female,Happy,-7.0,7.0,9.0,9.0,-7.0,7.0,9.0,9.0,-7.0,7.0,9.0,9.0,-7.0,7.0,7.0,7.0,-91.0,91.0,39.0,39.0,,,,,-92.0,92.0,60.0,60.0,-14.0,14.0,23.0,23.0,-16.0,16.0,23.0,23.0,-16.0,16.0,23.0,23.0,0.24990006027934708,39.368764086304424,0.6693595312187605,4.185273570243583,0.08681025127616693,18.7390198216844,0.12246842798337622,-0.046711994108752666,0.1542056074766355,0.32135274449241497,44.71369453234093,0.753490011268687,4.698949369279859,0.09735946169244909,17.244689329259952,0.14161503694529803,-0.05511096481964967,0.21962616822429906,1.0,9.0,1.0,9.0,1.0,9.0,1.0,9.0,0.0,-75.0,,,0.0,-76.0,1.0,2.0,1.0,14.0,1.0,14.0,1.0,14.0,1.0,16.0,0.0,-16.0,,,0.0,-37.0,0.0,0.0
Female_Happy 05,Female,Happy,-11.0,11.0,11.0,11.0,-11.0,11.0,11.0,11.0,-11.0,11.0,11.0,11.0,-7.0,7.0,7.0,7.0,-81.0,81.0,87.0,87.0,,,,,-92.0,92.0,,,-17.0,17.0,24.0,24.0,-18.0,18.0,29.0,29.0,-18.0,18.0,29.0,29.0,0.2564466857464514,39.5820826503718,0.6721094771123883,4.156162576001381,0.0880185607645028,18.48483208764264,0.12192074177821852,-0.035772871051993324,0.16355140186915887,0.30212643352624413,43.12879857838711,0.7284317272794528,4.511315612087601,0.09216948008495514,17.837062923731906,0.13221269020072693,-0.033105127722303444,0.26635514018691586,1.0,7.0,1.0,7.0,1.0,7.0,1.0,11.0,0.0,-63.0,,,0.0,-74.0,1.0,1.0,1.0,18.0,1.0,18.0,1.0,18.0,1.0,22.0,0.0,-58.0,,,,,1.0,5.0
Female_Happy Elated,Female,Happy Elated,-10.0,10.0,8.0,8.0,-10.0,10.0,8.0,8.0,-10.0,10.0,8.0,8.0,-6.0,6.0,5.0,5.0,-54.0,54.0,42.0,42.0,,,,,-81.0,81.0,91.0,91.0,-22.0,22.0,37.0,37.0,-23.0,23.0,37.0,37.0,-23.0,23.0,37.0,37.0,0.2016371861796513,34.97304091275296,0.5974131419286436,4.416635768018036,0.09074632612601766,18.399727838703775,0.12870957793773347,-0.021820638224343273,0.2570093457943925,0.21183982240819485,35.82862687333722,0.610943409035239,4.356848006928775,0.09085968606800676,18.69102607958487,0.12985368206534745,-0.0205681755721012,0.397196261682243,1.0,13.0,1.0,13.0,1.0,13.0,1.0,17.0,0.0,-31.0,,,0.0,-58.0,1.0,1.0,1.0,29.0,1.0,29.0,1.0,29.0,1.0,32.0,0.0,-5.0,,,0.0,-54.0,0.0,0.0
Female_Happy Perky,Female,Happy Perky,-8.0,8.0,1.0,1.0,-8.0,8.0,1.0,1.0,-8.0,8.0,1.0,1.0,-7.0,7.0,4.0,4.0,-92.0,92.0,101.0,101.0,,,,,,,91.0,91.0,-24.0,24.0,24.0,24.0,-24.0,24.0,24.0,24.0,-24.0,24.0,24.0,24.0,0.22076552827781606,36.870399800416465,0.6286839757087794,4.352400846553044,0.09035376779172781,18.110526654359067,0.12867576730841734,-0.025916995567696118,0.21962616822429906,0.2227791207973088,37.09697210900137,0.6320984309181594,4.494421130324775,0.0910396741302771,18.31905727372263,0.12966192369612883,-0.025305152496444844,0.2383177570093458,1.0,16.0,1.0,16.0,1.0,16.0,1.0,17.0,0.0,-68.0,,,,,0.0,0.0,1.0,23.0,1.0,23.0,1.0,23.0,1.0,20.0,0.0,-77.0,,,0.0,-67.0,0.0,0.0
Female_Happy So Peaceful,Female,Happy So Peaceful,-11.0,11.0,8.0,8.0,-11.0,11.0,8.0,8.0,-11.0,11.0,8.0,8.0,-8.0,8.0,5.0,5.0,-91.0,91.0,98.0,98.0,,,,,-93.0,93.0,,,-48.0,48.0,45.0,45.0,-48.0,48.0,48.0,48.0,-48.0,48.0,48.0,48.0,0.21884587212143658,36.328960708368605,0.619289897451891,4.34703227031593,0.09036042738073277,18.54822989394609,0.13018289911297132,-0.017434169477391466,0.4439252336448598,0.21601466625650353,36.11356529342794,0.6154580765238432,4.161893726317821,0.08618721825497172,19.148682280095937,0.1205591896091992,-0.0171878318363261,0.4439252336448598,1.0,37.0,1.0,37.0,1.0,37.0,1.0,40.0,0.0,-43.0,,,0.0,-45.0,0.0,0.0,1.0,40.0,1.0,40.0,1.0,40.0,1.0,43.0,0.0,-50.0,,,,,1.0,3.0
Female_Humiliated,Female,Humiliated,-9.0,9.0,7.0,7.0,-9.0,9.0,7.0,7.0,-9.0,9.0,7.0,7.0,-5.0,5.0,5.0,5.0,-88.0,88.0,39.0,39.0,,,,,-76.0,76.0,39.0,39.0,-12.0,12.0,31.0,31.0,-21.0,21.0,31.0,31.0,-21.0,21.0,31.0,31.0,0.24867440829767246,39.250893156105114,0.6671157646299966,4.828640360715929,0.09849908206401006,17.17745913287539,0.14479677793833445,-0.03604691050877081,0.2383177570093458,0.3274548563444726,45.20593052712557,0.7610591904062419,5.099019566463811,0.10303261500095652,16.387230039983407,0.15093419848466819,-0.05340393709245129,0.3411214953271028,1.0,12.0,1.0,12.0,1.0,12.0,1.0,16.0,0.0,-67.0,,,0.0,-55.0,1.0,9.0,1.0,24.0,1.0,24.0,1.0,24.0,1.0,26.0,0.0,-8.0,,,0.0,-8.0,0.0,0.0
Female_Insanity Deranged,Female,Insanity Deranged,-8.0,8.0,5.0,5.0,-8.0,8.0,5.0,5.0,-8.0,8.0,5.0,5.0,-6.0,6.0,5.0,5.0,-40.0,40.0,93.0,93.0,,,,,-52.0,52.0,91.0,91.0,-42.0,42.0,77.0,77.0,-43.0,43.0,84.0,84.0,-43.0,43.0,84.0,84.0,0.21120059378793307,35.88510721420573,0.6121485792448588,4.518758689079468,0.09244465311321448,18.000177532903944,0.13138588665510123,-0.01847670888789346,0.6682242990654206,0.21379921982221514,36.15044813958284,0.6162235727098501,4.580034967041879,0.09333161477034337,18.062185177534136,0.1334582338074468,-0.013240434159742338,0.7710280373831776,1.0,35.0,1.0,35.0,1.0,35.0,1.0,37.0,1.0,3.0,,,0.0,-9.0,1.0,1.0,1.0,79.0,1.0,79.0,1.0,79.0,1.0,79.0,0.0,-9.0,,,0.0,-7.0,1.0,7.0
Female_Insanity Go Cuckoo,Female,Insanity Go Cuckoo,-9.0,9.0,11.0,11.0,-9.0,9.0,11.0,11.0,-9.0,9.0,11.0,11.0,-6.0,6.0,6.0,6.0,,,48.0,48.0,,,,,,,63.0,63.0,-21.0,21.0,25.0,25.0,-21.0,21.0,25.0,25.0,-21.0,21.0,25.0,25.0,0.2225091930861785,36.999189617477846,0.6308847162350316,4.350377286636384,0.08740522181790955,18.542105579658518,0.12414310985016373,-0.026945255348615558,0.2102803738317757,0.30050317873464566,42.52759696390027,0.7170258228466889,4.970872540113943,0.1047967207905288,16.374500977231634,0.15148844534777245,-0.055073950335244155,0.22897196261682243,1.0,12.0,1.0,12.0,1.0,12.0,1.0,15.0,,,,,,,0.0,0.0,1.0,14.0,1.0,14.0,1.0,14.0,1.0,19.0,0.0,-23.0,,,0.0,-38.0,0.0,0.0
Female_Insanity Going Crazy,Female,Insanity Going Crazy,-12.0,12.0,11.0,11.0,-12.0,12.0,11.0,11.0,-12.0,12.0,11.0,11.0,-7.0,7.0,5.0,5.0,-87.0,87.0,101.0,101.0,,,,,-89.0,89.0,103.0,103.0,-24.0,24.0,26.0,26.0,-24.0,24.0,29.0,29.0,-24.0,24.0,29.0,29.0,0.2169954392397515,35.46438247912398,0.6030370500384185,3.913683562722301,0.08532093711337953,19.606413057611398,0.12091450087444962,-0.04700735601309304,0.21962616822429906,0.21756920914783656,35.42672284741268,0.601841696225715,3.949114574258712,0.08480850958796306,19.517917007616692,0.11871564486679041,-0.04264455198127533,0.2570093457943925,1.0,12.0,1.0,12.0,1.0,12.0,1.0,17.0,0.0,-63.0,,,0.0,-65.0,0.0,0.0,1.0,18.0,1.0,18.0,1.0,18.0,1.0,24.0,0.0,-72.0,,,0.0,-74.0,1.0,3.0
Female_Insanity Hostile,Female,Insanity Hostile,-9.0,9.0,7.0,7.0,-9.0,9.0,7.0,7.0,-9.0,9.0,7.0,7.0,-7.0,7.0,5.0,5.0,-91.0,91.0,97.0,97.0,,,,,-104.0,104.0,90.0,90.0,-40.0,40.0,55.0,55.0,-56.0,56.0,67.0,67.0,-56.0,56.0,67.0,67.0,0.18362205273637147,33.17617340177019,0.5674875957943569,4.3132932240091195,0.08747998955395986,18.868538888815085,0.12461072867209057,-0.014540131682547454,0.5280373831775701,0.19017536172242921,33.84808362087357,0.5783388550593475,4.243382394592339,0.08693160106227776,19.37166431239367,0.123787614956217,-0.016490351930956975,0.6121495327102804,1.0,47.0,1.0,47.0,1.0,47.0,1.0,49.0,0.0,-35.0,,,0.0,-48.0,1.0,16.0,1.0,60.0,1.0,60.0,1.0,60.0,1.0,62.0,0.0,-30.0,,,0.0,-23.0,1.0,12.0
Female_Insanity Lunatic,Female,Insanity Lunatic,-8.0,8.0,3.0,3.0,-8.0,8.0,3.0,3.0,-8.0,8.0,3.0,3.0,-6.0,6.0,4.0,4.0,-91.0,91.0,92.0,92.0,,,,,-102.0,102.0,42.0,42.0,-13.0,13.0,21.0,21.0,-15.0,15.0,21.0,21.0,-15.0,15.0,21.0,21.0,0.22763978487977357,37.47290122843234,0.6385774717843914,4.381699243734513,0.08974576665896852,18.379109435358068,0.12918872744688448,-0.03721959067282276,0.14018691588785046,0.23816122239995224,38.42211250055616,0.6537232719217442,4.4544094117515,0.08905351880903,18.601230362010835,0.1276143011197729,-0.04072074021134421,0.18691588785046728,1.0,7.0,1.0,7.0,1.0,7.0,1.0,9.0,0.0,-76.0,,,0.0,-87.0,1.0,2.0,1.0,18.0,1.0,18.0,1.0,18.0,1.0,17.0,0.0,-71.0,,,0.0,-21.0,0.0,0.0
Female_Joy 01,Female,Joy,-9.0,9.0,9.0,9.0,-9.0,9.0,9.0,9.0,-9.0,9.0,9.0,9.0,-6.0,6.0,7.0,7.0,-55.0,55.0,65.0,65.0,,,,,-55.0,55.0,65.0,65.0,-11.0,11.0,7.0,7.0,-14.0,14.0,8.0,8.0,-14.0,14.0,8.0,8.0,0.21982852153688948,36.76519845356451,0.6270407230776047,4.49022132551698,0.09271620438908632,18.248477104111107,0.1346424466245017,-0.033689981866105695,0.09813084112149532,0.29044373793022654,42.22337440463984,0.7138984525732905,4.708314132554648,0.10272113529738978,16.53136026422338,0.1473581523476344,-0.04680551184672062,0.0794392523364486,1.0,5.0,1.0,5.0,1.0,5.0,1.0,8.0,0.0,-41.0,,,0.0,-41.0,1.0,3.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,1.0,1.0,0.0,-57.0,,,0.0,-57.0,1.0,1.0
Female_Joy 02,Female,Joy,-10.0,10.0,10.0,10.0,-10.0,10.0,10.0,10.0,-10.0,10.0,10.0,10.0,-7.0,7.0,6.0,6.0,-91.0,91.0,66.0,66.0,,,,,-91.0,91.0,69.0,69.0,-25.0,25.0,39.0,39.0,-40.0,40.0,39.0,39.0,-40.0,40.0,39.0,39.0,0.20447747562533228,35.184392138062236,0.6007817785177275,4.4419263032412974,0.09097096900332649,18.17598993087608,0.12820632604636112,-0.02140233533404698,0.32242990654205606,0.26662152142168205,39.99765404139724,0.6773067693286967,4.791813010315054,0.10046947089450381,16.752456344955256,0.14379096315857373,-0.028142931583885835,0.3598130841121495,1.0,30.0,1.0,30.0,1.0,30.0,1.0,33.0,0.0,-51.0,,,0.0,-51.0,1.0,15.0,1.0,29.0,1.0,29.0,1.0,29.0,1.0,33.0,0.0,-27.0,,,0.0,-30.0,0.0,0.0
Female_Joy 03,Female,Joy,-12.0,12.0,13.0,13.0,-12.0,12.0,13.0,13.0,-12.0,12.0,13.0,13.0,-7.0,7.0,7.0,7.0,-90.0,90.0,59.0,59.0,,,,,-102.0,102.0,59.0,59.0,-48.0,48.0,50.0,50.0,-48.0,48.0,55.0,55.0,-48.0,48.0,55.0,55.0,0.22560898500068166,36.927505152247775,0.6290891774207632,4.172746829235944,0.08669260942008135,18.925328097574845,0.12164775630072602,-0.016271826262786008,0.4532710280373832,0.2811440059514803,41.127069366312476,0.6956961942819234,4.494666444607706,0.09457701942491754,18.244985706692134,0.13898817889111223,-0.019052722047422532,0.48130841121495327,1.0,36.0,1.0,36.0,1.0,36.0,1.0,41.0,0.0,-42.0,,,0.0,-54.0,0.0,0.0,1.0,42.0,1.0,42.0,1.0,42.0,1.0,48.0,0.0,-4.0,,,0.0,-4.0,1.0,5.0
Female_Joy 04,Female,Joy,-9.0,9.0,11.0,11.0,-9.0,9.0,11.0,11.0,-9.0,9.0,11.0,11.0,-7.0,7.0,7.0,7.0,-86.0,86.0,56.0,56.0,,,,,-99.0,99.0,57.0,57.0,-9.0,9.0,24.0,24.0,-11.0,11.0,25.0,25.0,-11.0,11.0,25.0,25.0,0.20657058464032468,35.501098525858374,0.6063024676643993,4.146319108971647,0.08779871713299796,18.92746291815982,0.12393328248751613,-0.019270613371768844,0.17289719626168223,0.27133699889494994,40.5844407081604,0.6874517939362207,4.847993860439023,0.10266193472475649,16.35483988214952,0.1463889211486533,-0.03435728315995119,0.2383177570093458,1.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,0.0,-75.0,,,0.0,-88.0,1.0,2.0,1.0,14.0,1.0,14.0,1.0,14.0,1.0,18.0,0.0,-31.0,,,0.0,-32.0,1.0,1.0
Female_Joy 05,Female,Joy,-11.0,11.0,13.0,13.0,-11.0,11.0,13.0,13.0,-11.0,11.0,13.0,13.0,-7.0,7.0,7.0,7.0,-88.0,88.0,57.0,57.0,,,,,-99.0,99.0,57.0,57.0,-59.0,59.0,22.0,22.0,-68.0,68.0,35.0,35.0,-68.0,68.0,35.0,35.0,0.19168387506609766,33.61318466596514,0.5741159890160382,4.037073431936937,0.08600840341510638,18.721165052276273,0.11882967206667054,-0.014476915107709225,0.6308411214953271,0.2659682556290493,39.758355227586264,0.6729080188566836,4.791646023533333,0.10215958629116834,16.47956671429206,0.14396749732067,-0.03240186602712792,0.2757009345794392,1.0,57.0,1.0,57.0,1.0,57.0,1.0,61.0,0.0,-20.0,,,0.0,-31.0,1.0,9.0,1.0,22.0,1.0,22.0,1.0,22.0,1.0,28.0,0.0,-22.0,,,0.0,-22.0,1.0,13.0
Female_Judgemental 01,Female,Judgemental,-10.0,10.0,8.0,8.0,-10.0,10.0,8.0,8.0,-10.0,10.0,8.0,8.0,-6.0,6.0,6.0,6.0,-50.0,50.0,80.0,80.0,,,,,-95.0,95.0,53.0,53.0,-15.0,15.0,11.0,11.0,-15.0,15.0,17.0,17.0,-15.0,15.0,17.0,17.0,0.24359848733260253,38.37806199421392,0.6518838934058423,4.802255133097278,0.09581740467615847,16.808383021529057,0.1348241213709116,-0.04202770574070583,0.3130841121495327,0.3248090120119469,44.693396733185956,0.7520854822610109,5.086453702718576,0.10228283783403512,15.947423169747376,0.14529789397317283,-0.07053428526236633,0.13551401869158877,1.0,5.0,1.0,5.0,1.0,5.0,1.0,9.0,0.0,-35.0,,,0.0,-80.0,0.0,0.0,1.0,9.0,1.0,9.0,1.0,9.0,1.0,11.0,0.0,-63.0,,,0.0,-36.0,1.0,6.0
Female_Judgemental 02,Female,Judgemental,-7.0,7.0,10.0,10.0,-7.0,7.0,10.0,10.0,-7.0,7.0,10.0,10.0,-8.0,8.0,7.0,7.0,-69.0,69.0,83.0,83.0,,,,,-81.0,81.0,45.0,45.0,-8.0,8.0,6.0,6.0,-12.0,12.0,12.0,12.0,-12.0,12.0,12.0,12.0,0.25863807892130913,39.909071133515546,0.6775184323854535,4.2694681541315305,0.09368705696795347,18.324641020108036,0.1355938574404649,-0.052498960606405666,0.13551401869158877,0.32054634434040463,44.42757345137195,0.7481758659270322,4.49049520332401,0.09323522814105605,18.021927658141596,0.1354159860397285,-0.06597712705625552,0.10747663551401869,1.0,5.0,1.0,5.0,1.0,5.0,1.0,4.0,0.0,-57.0,,,0.0,-69.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,5.0,0.0,-71.0,,,0.0,-33.0,1.0,6.0
