direction,abs_angle,cosine,angular,euclidean,path,rate,curvature,instability,B_accuracy,C_margin,N
right,45.0,0.31191047125733706,46.12297309589609,0.7820367068401265,3.84609377696735,0.09243455735107216,17.940334871878786,0.13658738712097498,0.14988290398126464,-0.024640602166535425,427
right,46.0,0.31836692036175335,46.6522164221949,0.7905764258019539,3.9407119440499354,0.094618167082585,17.82034971735379,0.13918927788245875,0.1405152224824356,-0.026300572260202233,427
right,47.0,0.32378573426038937,47.07274780452112,0.797270052326926,4.03631407923918,0.095602135189244,17.543441305584686,0.14641970851452066,0.1358313817330211,-0.027616130663583652,427
right,48.0,0.32529373358786806,47.22731633599525,0.7998713951479356,4.136668560971927,0.1003544817327476,17.26995821999408,0.14691931717708462,0.13817330210772832,-0.02746520332765244,427
right,49.0,0.32884376333803983,47.48953601292202,0.8039895375662721,4.23405686678884,0.09738830581691282,17.994240201734677,0.13979168829510308,0.1288056206088993,-0.028174208673436972,427
right,50.0,0.33164716981333925,47.72828440253014,0.8078733922726098,4.325987672605563,0.09193080581672297,17.84102993236188,0.14432901662253106,0.12646370023419204,-0.028443040697021842,427
right,51.0,0.33324395493545356,47.86529679041556,0.8101119679645297,4.427605183007723,0.10161751040216073,16.732315970446553,0.14824255735589414,0.13348946135831383,-0.028456114075502133,427
right,52.0,0.3356223466524754,48.07284855898426,0.8135158940277278,4.527729809661538,0.1001246266538142,16.39834877930611,0.1490610133359248,0.11241217798594848,-0.029657952400225385,427
right,53.0,0.33187807834678845,47.81959093259146,0.8096373862907534,4.6335011682641065,0.10577135860256903,16.12768014877439,0.16374381109897648,0.12177985948477751,-0.029832358801392816,427
right,54.0,0.3390224419656347,48.35275966724691,0.81805241456914,4.744899525123908,0.11139835685980125,15.748983494327103,0.16476711360366897,0.11943793911007025,-0.03211122625605563,427
right,55.0,0.3447881810000685,48.76898430549568,0.8245492911171299,4.853789837540191,0.10889031241628269,15.171024927434708,0.1801839956110758,0.1288056206088993,-0.03170320538223767,427
right,56.0,0.3411660583851209,48.53825299354571,0.8210734620306475,4.980862093764407,0.12707225622421683,14.912459253466501,0.17967768857992783,0.12646370023419204,-0.02951631333844723,427
right,57.0,0.34436958232584824,48.78851692682128,0.8250555591505082,5.089374505439271,0.10851241167486413,16.749035185242747,0.16883462315002146,0.11943793911007025,-0.028881333332151104,427
right,58.0,0.3419900634249703,48.631246705245076,0.8226545176684716,5.197609656006185,0.10823515056691349,17.002409490666118,0.15622553009478773,0.12412177985948478,-0.027409243779104264,427
right,59.0,0.3475976157802609,49.05176753238437,0.8292945178107858,5.295609692301365,0.09800003629518057,16.9932755045988,0.14847633659630247,0.11007025761124122,-0.02818493946374719,427
right,60.0,0.3504452516937703,49.28174167606255,0.8329971062774122,5.398167717000098,0.10255802469873317,15.74578922681495,0.15819509758393716,0.1053864168618267,-0.027872904123132067,427
right,61.0,0.3510850067719363,49.37158724854088,0.8346030381300968,5.510988295769681,0.11282057876958222,16.597584766247113,0.15701552225708681,0.10304449648711944,-0.027841766349604873,427
right,62.0,0.35277219413315103,49.50656761330241,0.8367712024503347,5.607555079491988,0.09656678372230686,17.187667587849823,0.13703763907212563,0.11007025761124122,-0.027381500678542628,427
right,63.0,0.35901191293216145,49.96820860780095,0.8440459538120296,5.702131001939626,0.09457592244763843,17.390985331637214,0.1439997295236141,0.10304449648711944,-0.028765659700791226,427
right,64.0,0.367846353271806,50.61569394328276,0.8542134287206574,5.8027844021698805,0.10065340023025417,17.137091683296248,0.14773471079400327,0.09133489461358314,-0.03057146519073558,427
right,65.0,0.3706876921709583,50.831706375372214,0.8576356472678709,5.901080927802838,0.09829652563295822,16.894370869885407,0.14157113692869347,0.08196721311475409,-0.03167385630641106,427
right,66.0,0.37655836413559923,51.266592271434064,0.8644830583130169,5.998031727919481,0.09695080011664285,18.210228966693464,0.14256082501358394,0.08665105386416862,-0.03411213701167765,427
right,67.0,0.37900664823116686,51.45146337326014,0.8674102174314459,6.091221084650301,0.09318935673081903,17.532250163864937,0.143956045111951,0.07962529274004684,-0.035110177982607266,427
right,68.0,0.3829515387917012,51.73528849938993,0.8718391754588143,6.192142806015909,0.10092172136560815,16.30989131773026,0.15080175791328349,0.07494145199063232,-0.03704434703049671,427
right,69.0,0.38422922577176777,51.846445856384705,0.8736692110046012,6.296138277118131,0.10399547110222263,18.00530763768535,0.15154929663244399,0.07728337236533958,-0.03905693345661744,427
right,70.0,0.39126469170460937,52.35658475889255,0.8816495649429339,6.389842432142787,0.0937041550246558,17.9518484846707,0.13986947940579622,0.0702576112412178,-0.040903843817163686,427
right,71.0,0.39756903031391616,52.81240432882197,0.8887738764146452,6.48519618518921,0.09535375304642271,17.601337396600677,0.1424837264928103,0.05620608899297424,-0.041419632820111525,427
right,72.0,0.405591966536341,53.39026984007074,0.8977917323905356,6.582606994359376,0.09741080917016684,18.245564956608145,0.14549392018580604,0.053864168618266976,-0.044562452501100455,427
right,73.0,0.41159863829333554,53.82104732504494,0.9045068797517996,6.67688950507376,0.09428251071438298,17.76846646032323,0.14559809730957488,0.05152224824355972,-0.04583422305712376,427
right,74.0,0.4187348916324017,54.324326544232335,0.9123102768522794,6.777757538183739,0.10086803310997872,17.03047072171253,0.1635487734643302,0.0468384074941452,-0.049032316623861955,427
right,75.0,0.42752184786897074,54.93589707671619,0.9217439127750084,6.889211654412262,0.11145411622852297,16.086018660264518,0.15579113369454264,0.0468384074941452,-0.051647418067382704,427
right,76.0,0.4367376246273657,55.57775993257831,0.9316447180383937,6.9894710292568565,0.1002593748445952,17.05268646079582,0.14813306908487436,0.05152224824355972,-0.056162973547428496,427
right,77.0,0.44177291669666907,55.94199209637608,0.9373397309272016,7.089717908675152,0.10024687941829549,16.82042713125187,0.14781214492242845,0.04449648711943794,-0.05934170272367062,427
right,78.0,0.44406961347794366,56.10908271557274,0.939956469753587,7.1915338135213185,0.10181590484616627,16.57477297144091,0.15206996175248952,0.03981264637002342,-0.05966530618120412,427
right,79.0,0.45043720657429037,56.54838340455531,0.9467092452339602,7.295993715465785,0.10445990194446589,16.73588067538255,0.163419601509666,0.04449648711943794,-0.060996267988196025,427
right,80.0,0.45364049209643864,56.7754750932966,0.9502350100309565,7.404470555844173,0.10847684037838942,15.994298497957104,0.16510918010593298,0.04449648711943794,-0.06438547700852923,427
right,81.0,0.46316642616057563,57.43161740626887,0.9603161115277846,7.513959648757213,0.10948909291303967,16.07364362607432,0.15962652551485726,0.03747072599531616,-0.0669486260944563,427
right,82.0,0.4735104140129804,58.12338006691854,0.9708138123608305,7.61957790160146,0.10561825284424654,16.238947381046383,0.16172772600583785,0.0351288056206089,-0.07187333207498948,427
right,83.0,0.47751245440029705,58.39447679899336,0.9749490759690975,7.7298078507084655,0.11022994910700538,15.909294617830676,0.16198516234022672,0.02810304449648712,-0.07561610405283176,427
right,84.0,0.48209680313248826,58.70737287534763,0.9797339144858599,7.839427920710514,0.1096200700020483,16.110798444616872,0.16136441802043267,0.0234192037470726,-0.0789942238174501,427
right,85.0,0.4860187749393651,58.9791512500486,0.9839210235262922,7.94742872367288,0.10800080296236682,15.66399916130714,0.15872007121595902,0.0234192037470726,-0.08201824718392704,427
right,86.0,0.49538236298103244,59.60584480589391,0.99342251787141,8.055064032602383,0.1076353089295031,16.432125516617493,0.16012364114684857,0.01873536299765808,-0.08371039987727127,427
right,87.0,0.4999310349133869,59.91068266928894,0.9980522141523607,8.161261275351762,0.10619724274937944,15.378355202926103,0.1565696840508202,0.02576112412177986,-0.08600107805511154,427
right,88.0,0.5024213649908329,60.079114954142156,1.0006168635444284,8.271075720715595,0.10981444536383314,14.149816135350589,0.15457718498324344,0.02107728337236534,-0.0866597549557965,427
right,89.0,0.5046923121467966,60.23621973220861,1.0030332345873187,8.384983175839853,0.1139074551242576,15.145310067935062,0.1590786370551279,0.02107728337236534,-0.0875273950624801,427
right,90.0,0.5064416510997388,60.35531445576938,1.0048524046390899,8.491649747359407,0.10666657151955353,14.960065350182099,0.1694436909094348,0.02107728337236534,-0.0892138209638886,427
right,91.0,0.5079320101045613,60.45373771899757,1.0063148068320835,8.615141102553409,0.12349135519400134,14.204673166031656,0.17380535485663515,0.01873536299765808,-0.09238465236765998,427
right,92.0,0.509553135418501,60.56168415507332,1.0079460659127604,8.72997226500862,0.11483116245521036,14.373450012847414,0.18296169585589783,0.0117096018735363,-0.09543623379159029,427
right,93.0,0.5207777257825508,61.296196448440014,1.0189618314736342,8.859612940662307,0.12964067565368825,15.113114931651953,0.1932152206954967,0.00936768149882904,-0.10221769603130688,427
right,94.0,0.5227481701893326,61.42486423072547,1.0208881543447597,8.977038262819814,0.11742532215750748,14.737036105740472,0.17464596033096313,0.01639344262295082,-0.10837309223008658,427
right,95.0,0.5258340092956043,61.62580621437948,1.0238945509287456,9.097607626126036,0.12056936330622198,14.405551376439794,0.17244106424706324,0.0117096018735363,-0.11271399339831127,427
right,96.0,0.5311250193895166,61.9727992430783,1.0291063648755434,9.212902466845055,0.11529484071901866,14.60282294672767,0.1692301708096922,0.01405152224824356,-0.11653128733958797,427
right,97.0,0.5409582059053961,62.60900984324113,1.0385932100182116,9.329424987590722,0.11652252074566602,14.908360236737419,0.17131213156345018,0.0117096018735363,-0.1237944556483061,427
right,98.0,0.5452165621784308,62.88453978956164,1.0427006943722799,9.443973887138139,0.11454889954741722,14.218688952272734,0.16776709565652898,0.0117096018735363,-0.12945959090628167,427
right,99.0,0.5489583737118741,63.12794155147651,1.0463423818280044,9.562702243438807,0.1187283563006678,13.968531618470049,0.1834505845986708,0.00936768149882904,-0.13203660508648293,427
right,100.0,0.5484729247294209,63.097176160968715,1.0458888189574873,9.690246870014947,0.12754462657614113,12.51096178705703,0.18724936555713345,0.0117096018735363,-0.13431388356088195,427
right,101.0,0.5508205688250987,63.24937259397127,1.0481591527579261,9.831397312981201,0.14115044296625348,13.432289975984789,0.19876412363325963,0.00936768149882904,-0.14195705859527097,427
right,102.0,0.5549570859455671,63.51597445128394,1.0521256351359276,9.956639441774954,0.12524212879375216,13.810661798969155,0.19837796916657366,0.00936768149882904,-0.14754364927423644,427
right,103.0,0.5622705725093636,63.98438626541745,1.0590744650894361,10.095372667944002,0.13873322616904904,13.897273379136363,0.19739841795428295,0.00936768149882904,-0.15601640782674525,427
right,104.0,0.5672212438505204,64.30044242983959,1.0637444828656575,10.222260553723494,0.12688788577949137,14.33736192552283,0.19016029861967235,0.00936768149882904,-0.16156283568861335,427
right,105.0,0.5717356258030518,64.59006249206686,1.068048690884119,10.354063420669902,0.13180286694640855,15.162244984487034,0.18896642789698317,0.00702576112412178,-0.16594028033193994,427
right,106.0,0.5758823889200805,64.85151348069346,1.0718900880992273,10.477112456787578,0.12304903611767627,16.849270176091938,0.1745580644357679,0.00936768149882904,-0.16899493985767944,427
right,107.0,0.5758141979959028,64.84907935542302,1.0718683308684016,10.596588903726177,0.11947644693859846,,,0.0117096018735363,-0.16787734048427966,427
