direction,abs_angle,cosine,angular,euclidean,path,rate,curvature,instability,B_accuracy,C_margin,N
left,23.0,0.1594536801411899,32.470615413764044,0.5586516820156043,1.8120044705215885,0.08814165646109982,17.64339213557625,0.1179596203481844,0.30679156908665106,-0.009023095461467949,427
left,24.0,0.16888096586602633,33.49221686959546,0.5757783551545557,1.9001461269826883,0.0859210940919799,17.687928944896342,0.11858168398782576,0.2857142857142857,-0.010924616100079002,427
left,25.0,0.1757029301947118,34.225815163284054,0.5880710241107807,1.9860672210746682,0.08633822884052922,18.22708742340243,0.11862938999431753,0.27400468384074944,-0.01203348779008316,427
left,26.0,0.1827794560503904,34.94836431141481,0.6001136722413941,2.0724054499151974,0.08515241373094798,18.77161906208157,0.12142248692501345,0.2646370023419204,-0.01253295042475716,427
left,27.0,0.1896479357321871,35.6255104994048,0.6113566277457065,2.1575578636461454,0.0850286700389843,18.97855697510282,0.12069278167652302,0.25526932084309134,-0.013125875934225614,427
left,28.0,0.19347365678613024,36.01653811077323,0.6178767501051587,2.2425865336851296,0.08478503912443021,18.78098406289937,0.11946490696637915,0.24824355971896955,-0.013202123117111886,427
left,29.0,0.19626225911482156,36.29921746533146,0.6225849663624998,2.32737157280956,0.0871865728944191,18.67463971849546,0.12173078973413351,0.25526932084309134,-0.012372222242645692,427
left,30.0,0.20100732416403097,36.73464738010523,0.6297502260157878,2.414558145703979,0.08562569510392339,18.88615397986563,0.12399543294861948,0.23185011709601874,-0.012856037750735495,427
left,31.0,0.2036803529469135,36.993810577749926,0.6340423308016265,2.5001838408079022,0.08897623434593024,18.56968478365841,0.12362678792214227,0.22950819672131148,-0.013306213067342861,427
left,32.0,0.20631376948792146,37.25153747487124,0.6383157780773466,2.5891600751538326,0.08594012956638805,18.421695788385566,0.12347482886400937,0.22014051522248243,-0.01418471810968475,427
left,33.0,0.20989356093998535,37.600217783478996,0.6440963031117755,2.675100204720221,0.08847343621544312,18.58540018309017,0.12433425570888318,0.2224824355971897,-0.01516760958999884,427
left,34.0,0.21220014762543404,37.83831706259234,0.6480772756301826,2.7635736409356637,0.08913181942889785,18.48453682887776,0.12733753282027166,0.20608899297423888,-0.01574233711742964,427
left,35.0,0.21365149727470703,37.966843142721636,0.6501822000504657,2.852705460364562,0.09359760641772519,18.200224533168164,0.1331110738514458,0.2107728337236534,-0.01613253690040642,427
left,36.0,0.21940441907708483,38.48307524687792,0.6586504981305616,2.9463030667822867,0.09472856801483057,17.304501539801525,0.1345966709755902,0.19672131147540983,-0.017227774202404872,427
left,37.0,0.22372316127638628,38.877660058979686,0.665137597073995,3.0410316347971174,0.09987449748943227,16.751072371605122,0.13912754345344994,0.18969555035128804,-0.017504887363112225,427
left,38.0,0.22424453427138316,38.91737822682293,0.6657689737910688,3.14090613228655,0.09614443551286601,16.335441608454392,0.13836356927695262,0.20140515222482436,-0.01584043240379673,427
left,39.0,0.2261128876471687,39.082040103313794,0.6684603249300838,3.237050567799416,0.09935070356175268,16.660348175138783,0.13936509799203492,0.19672131147540983,-0.0158219111328661,427
left,40.0,0.23346384529207573,39.70138563651949,0.6785122170800069,3.3364012713611686,0.09534553785653528,17.32845391841374,0.14317329175578347,0.1920374707259953,-0.01743986413964622,427
left,41.0,0.23497789330448982,39.8476695612387,0.6809398509579464,3.431746809217704,0.09779015119761159,17.0889790696939,0.1395673933995133,0.18266978922716628,-0.01754025776436513,427
left,42.0,0.23851569656465874,40.17852561200252,0.6864009354376961,3.5295369604153155,0.09389433789937222,16.925606754681656,0.13830315018077086,0.15456674473067916,-0.01870209383462017,427
left,43.0,0.24344007499882434,40.57883565933978,0.6928506997485909,3.6234312983146877,0.09249419274039794,16.795985942179833,0.1302816271956408,0.16627634660421545,-0.019392448789341946,427
left,44.0,0.24808769078109527,40.969180131684425,0.6991806958542496,3.7159254910550854,0.08876931365465951,18.251016782578823,0.13209239131742673,0.1522248243559719,-0.020418832117835586,427
left,45.0,0.2535787036323994,41.42266531682964,0.7065065199513625,3.804694804709745,0.08544585835493979,18.79618226506951,0.12621721730020063,0.13348946135831383,-0.021150469919557595,427
left,46.0,0.25830348467659336,41.814255698782496,0.7128359009566296,3.8901406630646846,0.08364789689557335,19.477014145813516,0.12302238970506386,0.13114754098360656,-0.02168229354907534,427
left,47.0,0.2647582109694738,42.364633113494804,0.7217807533869419,3.973788559960258,0.08528856185441554,19.017773273536907,0.11924229902531559,0.11943793911007025,-0.02329653906319683,427
left,48.0,0.271290088565344,42.910121028819745,0.7306096125263241,4.059077121814673,0.08638450265175006,19.526902929941826,0.1261328817530594,0.12646370023419204,-0.02489432783260837,427
left,49.0,0.2740327870817877,43.154213420680314,0.7346083432505784,4.1454616244664235,0.0887348039176062,18.175517868765784,0.1229809500817951,0.1288056206088993,-0.024566105992230095,427
left,50.0,0.2762919674154188,43.37240606392854,0.7382332188463323,4.23419642838403,0.08839702562579506,18.476370198619346,0.12706365575904868,0.11241217798594848,-0.024992653580962636,427
left,51.0,0.2812703373281403,43.79405229376407,0.7450821839395116,4.322593454009825,0.08672257268526515,18.670219383518408,0.1261583711664068,0.12177985948477751,-0.02591582176556911,427
left,52.0,0.28362973317050266,43.9937714882701,0.748326730811903,4.40931602669509,0.0889697646159478,18.401365096971542,0.12493272567172241,0.11007025761124122,-0.02562386034802475,427
left,53.0,0.2832118198799026,43.97664211728813,0.7481062884073905,4.498285791311038,0.08750082534984348,18.83376633767457,0.12911641744316601,0.117096018735363,-0.02460500604933263,427
left,54.0,0.28801232855548903,44.367720079086986,0.7544086229326574,4.585786616660881,0.0948281396852165,18.55569706981351,0.13511052539253682,0.117096018735363,-0.02504505764963476,427
left,55.0,0.29054178859366747,44.57765749410947,0.7577999031794993,4.680614756346098,0.09424865096632994,17.752856827847314,0.13957080742305,0.11241217798594848,-0.026086302635541285,427
left,56.0,0.2950899298073816,44.97963772668771,0.7643867598484495,4.774863407312428,0.09280187187310683,18.684905371727147,0.14131027692165532,0.117096018735363,-0.02656504281510793,427
