abs_angle,cosine,angular,euclidean,path,rate,curvature,instability,B_accuracy,C_margin,N
26.0,0.1799001629514493,34.452193117253394,0.5915252010772044,2.0643528473140362,0.08714551982890806,18.546566260242614,0.12487763513656076,0.3044496487119438,-0.009648098390052134,427
27.0,0.18979898234720252,35.42006669502348,0.6075585089117916,2.1518419877150525,0.08742726855503452,18.430190124113118,0.12269090643409962,0.2810304449648712,-0.010766110738490728,427
28.0,0.19524824437827082,35.96363266848848,0.6165883482828631,2.2388272180126005,0.0868634148402711,18.485421936887402,0.12152042040117172,0.2681498829039813,-0.01119431706725574,427
29.0,0.20102947301272767,36.5264521895862,0.6259041213598407,2.3249359729446786,0.08730952181707222,18.09758404568082,0.12331821480700507,0.26229508196721313,-0.011304740325070098,427
30.0,0.20749762019173043,37.16102262403144,0.6364141944839469,2.4144057059797963,0.08868929413986988,18.272439706301043,0.12666279846143666,0.2423887587822014,-0.012034363503757629,427
31.0,0.21140582493094148,37.58098889737274,0.6434421814297625,2.5030926552893424,0.09036221893054959,17.692647366384296,0.12584545828000723,0.23185011709601874,-0.012332254536537152,427
32.0,0.2145653279799209,37.94013194903836,0.6494957883896817,2.5950868621531797,0.09047615447406607,17.533217116557594,0.12462241074345151,0.2306791569086651,-0.012893866040946729,427
33.0,0.21893294535978616,38.38253728343955,0.6568637781665253,2.6836605539002325,0.0898403450715807,18.216674151482042,0.12459572998750126,0.22716627634660422,-0.013502003926024783,427
34.0,0.2225944124842695,38.71994785737656,0.6624131616929096,2.7712293582645615,0.087897995971056,18.370095756839536,0.12749533156321255,0.2107728337236534,-0.014350486792781034,427
35.0,0.22471120786052676,38.908457709140464,0.6654986131945037,2.8614404592455847,0.092443994475437,18.0439158635677,0.13287458605453617,0.20843091334894615,-0.014649222480608652,427
36.0,0.22973391315976127,39.36248034224857,0.6729525549629533,2.954381374970506,0.09350639652347398,17.288767427092196,0.1342143942220289,0.202576112412178,-0.015353036359545777,427
37.0,0.23489205026235738,39.81671733096835,0.6803723383145254,3.0493794587916265,0.09757104855842139,17.115229780526157,0.13927249770951775,0.19672131147540983,-0.01587583812115064,427
38.0,0.2371841549035816,40.03055398525622,0.6838970123255839,3.1469879004007217,0.09574341062081224,16.415072470680634,0.13926321078763634,0.20140515222482436,-0.0152683928783381,427
39.0,0.2445727833121387,40.645754595271875,0.6938501924834709,3.245878173423325,0.10049340704704615,16.198179351996938,0.14034381044692681,0.19437939110070257,-0.01661293993789083,427
40.0,0.25621361664084136,41.590251719365355,0.709058020307532,3.346502115305478,0.09862135902954489,16.907772519042187,0.14323790037276035,0.18618266978922718,-0.0185878687915534,427
41.0,0.2589954287860656,41.83105824088604,0.7129818705331525,3.442874800148845,0.09759499151390526,16.878473810822513,0.14174784614379568,0.1756440281030445,-0.018805755803959153,427
42.0,0.2646732671618182,42.32069511770923,0.7209578617813995,3.5421321401099917,0.09730943331202663,16.795059055979337,0.14337770818826465,0.15690866510538642,-0.020123749901595104,427
43.0,0.2727106300115027,42.9501531922566,0.731006071704333,3.6395722800915933,0.09674006740211463,16.85039106743562,0.1379388556477616,0.1592505854800937,-0.021539381362794433,427
44.0,0.27758595382301815,43.341372447494045,0.7372844449530161,3.734792355335682,0.09335763570121915,18.207983192899196,0.1374149941588453,0.15456674473067916,-0.02232559035756828,427
45.0,0.28274458744486825,43.77281920636287,0.7442716133957445,3.8253942908385477,0.08894020785300598,18.36825856847415,0.1314023022105878,0.14168618266978922,-0.02289553604304651,427
46.0,0.2883352025191734,44.2332360604887,0.7517061633792917,3.91542630355731,0.08913303198907917,18.648681931583653,0.1311058337937613,0.1358313817330211,-0.023991432904638788,427
47.0,0.29427197261493154,44.71869045900796,0.759525402856934,4.005051319599719,0.09044534852182977,18.2806072895608,0.13283100376991813,0.12763466042154567,-0.025456334863390242,427
48.0,0.298291911076606,45.06871868240749,0.7652405038371298,4.0978728413933005,0.09336949219224883,18.398430574967954,0.13652609946507202,0.1323185011709602,-0.026179765580130406,427
49.0,0.3014382752099138,45.32187471680116,0.7692989404084253,4.189759245627632,0.09306155486725952,18.08487903525023,0.1313863191884491,0.1288056206088993,-0.026370157332833533,427
50.0,0.303969568614379,45.55034523322934,0.773053305559471,4.280092050494797,0.09016391572125902,18.158700065490617,0.13569633619078986,0.11943793911007025,-0.026717847138992237,427
51.0,0.3072571461317969,45.82967454208981,0.7775970759520207,4.3750993185087745,0.09417004154371295,17.70126767698248,0.13720046426115048,0.12763466042154567,-0.027185967920535622,427
52.0,0.309626039911489,46.03331002362718,0.7809213124198154,4.468522918178314,0.09454719563488101,17.399856938138825,0.1369968695038236,0.11124121779859485,-0.027640906374125068,427
53.0,0.3075449491133455,45.898116524939795,0.778871837349072,4.565893479787572,0.09663609197620625,17.48072324322448,0.14643011427107125,0.11943793911007025,-0.02721868242536272,427
54.0,0.3135173852605619,46.36023987316695,0.7862305187508988,4.665343070892394,0.10311324827250887,17.15234028207031,0.1499388194981029,0.11826697892271663,-0.028578141952845196,427
55.0,0.317664984796868,46.67332089980257,0.7911745971483146,4.767202296943144,0.10156948169130631,16.46194087764101,0.1598774015170629,0.12060889929742388,-0.028894754008889478,427
56.0,0.3181279940962512,46.75894536011671,0.7927301109395485,4.877862750538418,0.10993706404866184,16.798682312596824,0.16049398275079158,0.12177985948477751,-0.02804067807677758,427
57.0,0.3230788580706862,47.14577566991087,0.7989003328165908,4.978519892312403,0.10301598540967466,17.061916819643393,0.1534107048893282,0.10889929742388758,-0.02822724124307655,427
58.0,0.3245617360644374,47.26936912313278,0.8009047547324759,5.081397247168103,0.09989872579604597,17.019850919649734,0.14428346222855448,0.11241217798594848,-0.028065990927068633,427
59.0,0.33098485011965106,47.75470807345746,0.8085867659967454,5.176178415828282,0.0945232953980949,17.577106400584,0.14078786842682042,0.10304449648711944,-0.02938132298634817,427
60.0,0.3327976234902822,47.91002862738223,0.8111201153426874,5.272980705428153,0.09784843264021137,16.91811500896575,0.14642762958096117,0.09953161592505855,-0.02914824614200994,427
61.0,0.3341173524041366,48.04579919730193,0.8134207403771492,5.375960415103789,0.10366087728365384,16.959342750485312,0.14560331697346734,0.10304449648711944,-0.029332143012477867,427
62.0,0.33588634211508955,48.18970230424153,0.8157428391365034,5.4714943948638055,0.09477858989558399,17.306096862735114,0.13512630929921773,0.10421545667447307,-0.02877418644534341,427
63.0,0.339088143453665,48.43679993158202,0.8196796936787822,5.565277554122055,0.09081273176979963,17.6384823118795,0.1357646918129307,0.08899297423887588,-0.02964034676551819,427
64.0,0.34410356895985034,48.81046382716445,0.8255730036829338,5.659129024783162,0.09731093316886408,17.79641562676012,0.1402195694941408,0.08665105386416862,-0.029934097508915136,427
65.0,0.3476285737627284,49.07002057292143,0.829653407706589,5.755261520653378,0.09357596290422128,17.358731616847233,0.13618174233676678,0.07611241217798595,-0.030450320495096248,427
66.0,0.35153955304929746,49.363782284131375,0.8342966151879598,5.848164620799442,0.09467409072613968,18.375736169355108,0.1374986863562039,0.08079625292740047,-0.03200555580561278,427
67.0,0.3542001292074592,49.556653601224305,0.8373136884015953,5.94095798983267,0.09285495026294464,18.313060007524104,0.1419344655733198,0.07962529274004684,-0.032755207331454164,427
68.0,0.3558257980145671,49.678227319650404,0.839228340418054,6.037679122413009,0.1009427980460942,16.825107550686276,0.1465158780700848,0.07494145199063232,-0.03414228698129676,427
69.0,0.35839234938107833,49.88270784596928,0.8425149543503129,6.140158795327411,0.09877379746361695,17.40983141881841,0.1458093743308925,0.06791569086651054,-0.03611174142053591,427
70.0,0.36533902812339103,50.38764306812153,0.8504214940780219,6.233786934752244,0.09169614811447521,18.066461224374166,0.1370434029424777,0.06088992974238876,-0.03816054527597628,427
71.0,0.3697203212097043,50.70270821528915,0.8553380048386665,6.326307881877603,0.0929829908940566,18.18009174199122,0.13832870826334528,0.053864168618266976,-0.038775999177535186,427
72.0,0.37836068840719217,51.3339013539656,0.8652304221790903,6.420319400833532,0.09267042378788112,18.6788842041854,0.13931941147675558,0.05503512880562061,-0.04156732402166103,427
73.0,0.38377630382566874,51.732719135507764,0.8714958654075372,6.511425675393521,0.09262381834294255,18.33094092845511,0.13853177445694212,0.05152224824355972,-0.04272701889625478,427
74.0,0.389268835688084,52.13975503908108,0.877900657385797,6.607342254934261,0.10046442496902211,17.018786515372152,0.14944741421267912,0.04800936768149883,-0.04387299751369959,427
75.0,0.39317554207540506,52.42550733776226,0.8823745559892274,6.713099721462555,0.10450312070792815,16.52520207059251,0.1483585026978888,0.05035128805620609,-0.04410074057986641,427
76.0,0.39758121674178076,52.745419826105554,0.8873710788664271,6.812005471478519,0.0984624971437161,17.11859147243684,0.14479335407078686,0.04566744730679157,-0.046396669201046854,427
77.0,0.4029795409505205,53.14746915205301,0.8937090709979976,6.910461720909086,0.09986270866869344,17.456182829669682,0.1481197211167293,0.0468384074941452,-0.04818884571207212,427
78.0,0.4033942472460119,53.18381433687947,0.8943078931796188,7.011108942291715,0.10134335988543632,16.730998071709713,0.14970374588071603,0.0468384074941452,-0.048765561096282974,427
79.0,0.4086092985485979,53.558566055476525,0.9001480694118652,7.113774300726301,0.10690917885607104,16.873827704575994,0.16242653611323316,0.04566744730679157,-0.05036791325034246,427
80.0,0.41155805932554207,53.776205639090975,0.9035700558918143,7.2226919487993335,0.11017907506827727,16.119875702803068,0.16785864090542604,0.0468384074941452,-0.052454671445160896,427
81.0,0.42181346776613865,54.501544992594305,0.9148215516110494,7.333377150134936,0.11124736290922349,15.628204166817708,0.16247670770354516,0.03981264637002342,-0.055129419933716645,427
82.0,0.4330148253703285,55.27917484935609,0.9267974749940341,7.442689093009763,0.10560284086897864,16.14892530278966,0.1637050993566072,0.03278688524590164,-0.059596635279108266,427
83.0,0.43868135875505365,55.67842036834645,0.9329821503692823,7.550597782010121,0.10548063832612171,16.15492226593254,0.15684578736122934,0.02927400468384075,-0.0637155321777844,427
84.0,0.44234230039549655,55.93796105127982,0.93700587581974,7.655773480783764,0.10203661849892391,16.764921137865645,0.15303271124248483,0.03161592505854801,-0.06628882577882718,427
85.0,0.4477290680034378,56.326829177713506,0.9430818048936143,7.7570004657628475,0.10403925071817231,16.356347490147733,0.14949556639029773,0.02459016393442623,-0.06918254047981191,427
86.0,0.4533181440355627,56.71432843085474,0.9490350086320479,7.860856969464588,0.10086111528951613,16.848448202535163,0.15097668746037002,0.0234192037470726,-0.0704300880641513,427
87.0,0.4582156407051399,57.05751915782062,0.9543386218977756,7.960999051664042,0.1037168855881384,16.344009433308248,0.14922661459906597,0.026932084309133488,-0.07312195885935209,427
88.0,0.4626206992939987,57.36925883147979,0.9591737208796329,8.066524538559408,0.10253465077479913,15.404012336593,0.14677701587734235,0.02107728337236534,-0.07500840140729095,427
89.0,0.46703352882097143,57.68239451906441,0.964039144806337,8.171105694214418,0.11516676048379593,15.680907482473563,0.1582123249926249,0.01756440281030445,-0.07764798462111722,427
90.0,0.4694046302059495,57.85148841268285,0.966668104748536,8.282652012895863,0.11320245931191104,14.811359992982515,0.16787871847526808,0.01873536299765808,-0.08078194725429705,427
91.0,0.47074970267974797,57.94127592493276,0.968005008105651,8.404266864044997,0.12161887963182474,14.874061148192805,0.1812018689282884,0.01873536299765808,-0.08316469099154516,427
92.0,0.47546860547758096,58.26775345813474,0.9730301893706623,8.521555647307427,0.13378718235383827,12.74327271521713,0.18235271267889533,0.01288056206088993,-0.08665504570029658,427
93.0,0.4901302488263374,59.253339530712545,0.988006734736351,8.662747586260505,0.13185470750167164,14.303266280539482,0.21266623552391345,0.01053864168618267,-0.09359157291312965,427
94.0,0.4911868589683774,59.314647022399186,0.9888715618388156,8.788494617014084,0.11535237969032355,13.924203329536569,0.17389096946082572,0.01522248243559719,-0.10071351675783444,427
95.0,0.49543540720638124,59.597334881856234,0.9931456829820361,8.905419017278765,0.11569469690811439,14.381353413116482,0.16456445754970264,0.0117096018735363,-0.10532026966505921,427
96.0,0.5007205462427832,59.95308118011689,0.9985556661803493,9.018476452893278,0.11437378858654505,14.113429038557065,0.16061603442811576,0.01288056206088993,-0.1107402548228829,427
97.0,0.5084445757804487,60.46022878821058,1.0061748110857167,9.133464081493148,0.1154576631249812,14.488756363775867,0.16695344690626063,0.0117096018735363,-0.11717217024721083,427
98.0,0.513196557690444,60.77487006176272,1.0109229709002117,9.247934934019003,0.11643789086569388,13.746439556547825,0.16348517696597817,0.0117096018735363,-0.12309045695309337,427
99.0,0.5184573212189194,61.126377177182626,1.0162536707080778,9.366462553261323,0.11801989031933789,13.800720602271424,0.17467391930642676,0.00936768149882904,-0.12846553802001673,427
100.0,0.520467117254293,61.25950675714211,1.0182668133976867,9.488890578718397,0.14904239252035176,12.706405713470762,0.20733427978720542,0.00936768149882904,-0.13284361962691404,427
101.0,0.5202715234259532,61.243578310035154,1.017999926691033,9.644735879433807,0.1432671914230465,12.687286823884996,0.22419162618925476,0.00936768149882904,-0.13927011226742272,427
102.0,0.5248199988165282,61.540806978033636,1.0224564139681063,9.780048913770601,0.13549993232555635,13.2376626567461,0.2131098633767291,0.00936768149882904,-0.14511258807687624,427
103.0,0.5325874226992248,62.0504735861785,1.0301164055038112,9.922294394783806,0.14270717543342631,12.893015781445829,0.20816043347329669,0.00936768149882904,-0.1532534518796052,427
104.0,0.5360381247986117,62.27126632082937,1.033379878525991,10.059078900022454,0.14028942181054826,13.038312173227949,0.20993429546264072,0.00819672131147541,-0.15894729846464667,427
105.0,0.5421827749569467,62.67111244916357,1.0393681905867065,10.20182581241646,0.13009034163063388,13.623201897955472,0.19651637006489958,0.00585480093676815,-0.1623070214022239,427
106.0,0.5468871961293231,62.97318074407287,1.0438516482675941,10.32753923863273,0.13560776062423158,14.598607753410374,0.19020582337708886,0.00819672131147541,-0.1652668527822584,427
107.0,0.5496808860006042,63.15501933578027,1.0465708294713245,10.46136070466742,0.11947644693859846,,,0.00936768149882904,-0.16762892338305502,427
